ltable_ID,rtable_ID,Title,Developer,Publisher,Platform,Genre,ReleaseDate,lRating,rRating
a745,b784,Blackguards,Daedalic Entertainment,Daedalic Entertainment|Kalypso,PlayStation|PC|Xbox|Macintosh,Turn-Based|Role-Playing|Strategy,2014-01-24,6.8,6.8
a7455,b7101,The Elder Scrolls: Chapter II - Daggerfall,Bethesda Softworks,Bethesda Softworks,PC,Role-Playing|Role-playing|sandbox|Action|First person,1996-08-31,8.5,7.4
a7456,b7098,The Elder Scrolls III: Morrowind,Bethesda Softworks|Bethesda Game Studios,Mastertronic|ak tronic|Ubisoft|Bethesda Softworks/ZeniMax|Steam|Bethesda Softworks|Sold Out Software,PC|Xbox,First person action role-playing|sandbox|Role-Playing,2002-05-01,8.8,8.7
a7457,b7104,The Elder Scrolls IV: Oblivion,Superscape|4J Studios|Bethesda Softworks|Bethesda Game Studios,Ubisoft|2K Games|Vir2L Studios|Spike|Bethesda Softworks|Rondomedia,PlayStation|PC|Xbox|Mobile,First-Person|Action|Sandbox|Role-Playing,2006-03-20,9.2,8.5
a7458,b7109,The Elder Scrolls Online: Tamriel Unlimited,Bethesda Softworks|ZeniMax Online Studios|Zenimax Online Studios|ZeniMax Media,Bethesda Softworks|Zenimax Online Studios|DMM GAMES,PlayStation|PC|Xbox|Macintosh,Role-Playing|Massively Multiplayer|MMO,2014-04-04,7.0,7.4
a746,b786,Blacklight: Retribution,Zombie Studios,Perfect World Entertainment|Zombie Studios|Hardsuit Labs,PlayStation|PC,First-Person|Action|Shooter|3D,2012-04-03,7.6,6.6
a7460,b7110,The Elder Scrolls V: Skyrim,Bethesda Softworks|Bethesda Game Studios,Bethesda Softworks|Square Enix|Bethesda Game Studios,PlayStation|Nintendo|Macintosh|PC|Xbox,First-Person|Action|Role-Playing|Open World,2011-11-11,9.0,8.9
a7461,b7119,The Escapists,Team 17|Mouldy Toof Studios,Team 17|Sold Out Software|Team17 Digital,PlayStation|Linux|Macintosh|PC|Xbox|Mobile,Action|Adventure,2014-07-09,6.8,6.5
a7462,b7121,The Evil Within 2,Tango Gameworks,Bethesda Softworks,PlayStation|PC|Xbox,Adventure|Survival|Action|Survival Horror|3D,2017-10-12,8.6,8.3
a7463,b7120,The Evil Within,Tango Gameworks,Bethesda Softworks,PlayStation|PC|Xbox,Action|3D|Adventure,2014-10-14,7.4,7.6
a747,b787,Blacklight: Tango Down,Zombie Studios,Ignition Entertainment,PlayStation|PC|Xbox,First-person shooter|First-Person|Tactical|Action|Shooter,2010-07-07,6.9,6.0
a7472,b7128,The Final Station,Oleg Sergeev|Andrey Rumak|Do My Best Games|Do My Best,tinyBuild,PlayStation|Nintendo|Linux|Macintosh|PC|Xbox,Action|Adventure,2016-08-30,7.1,7.2
a7473,b7131,The First Templar,Haemimont Games,Kalypso|Kalypso Media|E-Frontier,PC|Xbox,Action|Adventure|Action-adventure,2011-05-12,6.2,7.0
a7474,b7133,The Flame in the Flood,The Molasses Flood,The Molasses Flood|Curve Digital Games|Limited Run Games,PlayStation|Nintendo|Macintosh|PC|Xbox,Action|Adventure|Roguelike,2016-02-24,7.0,7.1
a7478,b7141,The Getaway,Team Soho,SCEA|SCE Korea|Sony Computer Entertainment|SCEE|Capcom,PlayStation,Action|Adventure|Shooter,2003-01-19,7.3,6.9
a748,b769,BlackSite: Area 51,Midway Studios Austin|Midway Studios - Austin,Midway,PlayStation|PC|Xbox,First-Person|Action|Shooter|3D,2007-11-12,6.5,5.6
a7480,b7142,The Godfather II,EA Redwood Shores,Electronic Arts,PlayStation|PC|Xbox,Action|Sandbox|Adventure|Action-adventure,2009-04-07,7.0,6.8
a7481,b7143,The Godfather: The Game,Babaroga|Headgate|Headgate Studios|Page 44 Studios|Electronic Arts|EA Redwood Shores,Electronic Arts,PlayStation|Wii|PC|Xbox,Action|Adventure,2006-03-21,8.4,7.3
a7486,b7144,The Granstream Saga,Shade,SCEI|JP: SCEI|NA: THQ|PAL: ARC Entertainment|THQ|ARC Entertainment,PlayStation,Action|Role-playing|Role-Playing,1998-06-30,6.9,7.1
a7488,b7148,The Grim Adventures of Billy & Mandy,Midway|High Voltage Software|Full Fat,Midway|Midway Games|Red Ant Enterprises,Nintendo|PlayStation|Wii,Action|2D|Beat-'Em-Up|Fighting,2006-09-25,7.2,5.0
a749,b788,Blackthorne,Paradox Development|Paradox Development (32X conversion)|Blizzard Entertainment|Mass Media Inc. (GBA version)|Mass Media,Blizzard Classic Arcade|Tec Toy|Laguna|Sega|MicroMouse|Blizzard Classic Arcade (GBA port)|Kemco|MacPlay (Mac version)|Mac Play|Interplay,Sega|Nintendo|Macintosh|Other|PC,Action|2D|Cinematic platformer|Platformer,1994-09-01,7.8,6.8
a7490,b7150,The Guided Fate Paradox,Nippon Ichi Software,NIS America|Nippon Ichi Software,PlayStation,Roguelike|Role-Playing,2013-11-05,6.2,7.5
a7493,b7151,The Guild 2,4HEAD Studios|4Head Studios,JoWooD Entertainment AG|Deep Silver|Auran|Aspyr|JoWood Productions|ak tronic,PC,Real-Time|Simulation|City-Building|Strategy,2006-10-12,7.3,7.5
a7494,b7153,The Gunstringer,Twisted Pixel Games,Microsoft Game Studios|Twisted Pixel Games|Microsoft Studios,Xbox,Rail Shooter|Shooter|On-Rails|Action|Third person shooter|3D,2011-09-13,7.5,7.7
a7497,b7156,The Haunted: Hell's Reach,ValuSoft|KTX Software,Valusoft|THQ,PC,Third-Person|Adventure|Survival|Action|Survival Horror|3D,2011-10-24,6.4,7.0
a7498,b7157,The Haunted Mansion,High Voltage Software,Yuke's|Take-Two Interactive|TDK Mediactive,Nintendo|PlayStation|Xbox,Platformer|Action-adventure|Action|Survival Horror|3D,2003-10-14,7.0,7.0
a7499,b7158,The History Channel: Battle for the Pacific,Cauldron HQ|Sand Grain Studios|Cauldron Ltd.|Activision|FUN Labs,Activision Value|Activision,PlayStation|Wii|PC|Xbox,First-Person|Action|Shooter|3D,2007-12-04,4.5,1.8
a75,b6,1001 Spikes,Nicalis|8bits Fanatics,Nicalis|Pikii Godo Kaisha,PlayStation|Nintendo|Linux|Macintosh|Wii|PC|Xbox,Action|Platformer|2D|Platform,2014-06-03,7.3,7.9
a7501,b7159,The History Channel: Civil War - A Nation Divided,Cauldron Ltd.|Activision|Cauldron HQ,Activision Value|Activision,PlayStation|PC|Xbox,First-Person|Action|Shooter|3D,2006-11-07,6.3,5.3
a7504,b7164,The House of the Dead 2 & 3 Return,H.I.C.|Sega,Sega,Wii,Compilation|Rail shooter,2008-03-11,7.2,6.9
a7505,b7163,The House of the Dead 2,AM1|Wow Entertainment|Sega,Empire Interactive|Activision|Sega,Other|Wii|PC|Sega,Light-Gun|Action|Rail shooter|Shooter,1998-01-01,7.7,7.4
a7506,b7166,The House of the Dead III,Wow Entertainment,Sold Out Software|Sega,PlayStation|Other|Wii|PC|Xbox,Light-Gun|Action|Rail shooter|Shooter,2002-10-24,7.6,6.3
a7507,b7167,The House of the Dead: Overkill,Headstrong Games,Sega,PlayStation|Wii|PC,Light-Gun|Action|Rail shooter|Shooter,2009-02-10,8.0,7.6
a7508,b7162,The House of the Dead,Tantalus Interactive|Wow Entertainment|Sega,Expert Software|Sega|Tec Toy,Other|PC|Sega,Light-Gun|Action|Rail shooter|Shooter,1997-01-01,7.9,7.3
a7511,b7171,The Incredible Adventures of Van Helsing II,NeocoreGames,Stimtech Ltd. dba NeocoreGames|NeocoreGames,PlayStation|PC|Xbox|Macintosh,Action|Role-Playing,2014-05-22,7.4,7.3
a7511,b7173,The Incredible Adventures of Van Helsing II,NeocoreGames,Stimtech Ltd. dba NeocoreGames|NeocoreGames,PlayStation|PC|Xbox|Macintosh,Action|Adventure|Role-Playing,2014-05-22,7.4,7.1
a7511,b7174,The Incredible Adventures of Van Helsing III,NeocoreGames|Neocore Games,Stimtech Ltd. dba NeocoreGames|NeocoreGames|Neocore Games,PlayStation|PC|Xbox|Macintosh,Action|Role-Playing,2014-05-22,7.4,6.8
a7512,b7173,The Incredible Adventures of Van Helsing III,NeocoreGames,NeocoreGames,PC|Xbox|Macintosh,Action|Adventure|Role-Playing,2015-05-22,7.4,7.1
a7512,b7174,The Incredible Adventures of Van Helsing III,NeocoreGames|Neocore Games,NeocoreGames|Neocore Games,PC|Xbox|Macintosh,Action|Role-Playing,2015-05-22,7.4,6.8
a7513,b7171,The Incredible Adventures of Van Helsing,NeocoreGames,Stimtech Ltd. dba NeocoreGames|NeocoreGames,PlayStation|PC|Xbox|Macintosh,Action|Role-Playing,2013-05-22,7.8,7.3
a7513,b7173,The Incredible Adventures of Van Helsing II,NeocoreGames,Stimtech Ltd. dba NeocoreGames|NeocoreGames,PlayStation|PC|Xbox|Macintosh,Action|Adventure|Role-Playing,2013-05-22,7.8,7.1
a7514,b7175,The Incredible Hulk (2008),Edge of Reality|Amaze Entertainment,Sega,PlayStation|Nintendo|Wii|PC|Xbox,Action|Sandbox,2008-06-05,5.7,6.0
a7516,b7176,The Incredible Hulk: Ultimate Destruction,Radical Entertainment,Sierra Entertainment|VU Games,Nintendo|PlayStation|Xbox,Action|Sandbox|Adventure,2005-08-23,8.7,7.5
a7519,b7177,The Incredibles,Lavastorm|Helixe|Heavy Iron Studios,SCEA|D3Publisher|Disney Interactive Studios|THQ|Disney Mobile Studios,PlayStation|Nintendo|Macintosh|PC|Xbox|Mobile,Action|Adventure|Beat 'em Up,2004-09-28,6.5,5.9
a7527,b7191,The King of Fighters 2000,Playmore|SNK,Hamster|Playmore|SNK Playmore|SNK,PlayStation|Sega|Nintendo|Neo Geo|Other,Fighting|2D|Action,2016-05-03,8.0,7.4
a7529,b7197,The King of Fighters '95,Hamster|Aicom|SNK|Gaibrain,Takara|SCEA|Laguna|D4 Enterprise|Nintendo|SNK|Hamster|SCEE|SNK Playmore,PlayStation|Sega|Nintendo|Neo Geo|Other|Xbox,Fighting|Action|2D,1995-09-01,7.6,6.7
a7530,b7200,The King of Fighters '98: The Slugfest,Hamster|SNK Playmore|SNK|Code Mystics Inc.,Playmore|D4 Enterprise|SNK|Ignition Entertainment|Hamster|SNK Playmore|FingerTips,PlayStation|Sega|Nintendo|Neo Geo|Other|Wii|PC|Xbox|Mobile,Fighting|2D|Action,1998-07-22,8.3,8.6
a7531,b7202,The King of Fighters '99,SNK,D4 Enterprise|SNK|Hamster|Agetec Inc.|SNK Playmore,PlayStation|Sega|Nintendo|Neo Geo|Other|PC,Fighting|2D|Action,1999-09-23,7.8,7.2
a7535,b7203,The King of Fighters XI,SNK Playmore,SNK Playmore (PS2)|SNK Playmore|Sega (AW)|Ignition Entertainment,Other|PlayStation,Fighting|Action|2D,2005-01-01,8.5,7.4
a7536,b7204,The King of Fighters XII,SNK Playmore,SNK Playmore|Ignition Entertainment,Other|PlayStation|Xbox,Fighting|2D|Action,2009-07-24,6.1,4.9
a7537,b7205,The King of Fighters XIII,SNK Playmore,Rising Star Games|Atlus|SNK Playmore|ATLUS,Other|PlayStation|PC|Xbox,Action|2D|Fighting,2011-11-22,8.4,7.5
a7538,b7206,The King of Fighters XIV,Abstraction Games|SNK Corporation|SNK,Deep Silver|SNK Corporation|Atlus USA|SNK Playmore|ATLUS,PlayStation|PC,Action|2D|Fighting,2016-08-23,7.7,7.0
a7541,b7211,The Last Blade 2,SNK Corporation|SNK,D4 Enterprise|SNK Corporation|SNK|Hamster|Agetec Inc.|Playmore,PlayStation|Sega|Neo Geo|Other|PC|Xbox,Fighting|Action|2D,1998-01-01,8.6,8.8
a7542,b7210,The Last Blade,Hamster|DotEmu|SNK,Hamster|SNK Playmore|D4 Enterprise|SNK,PlayStation|Nintendo|Neo Geo|Other|PC|Xbox,Fighting|2D|Action,1997-01-01,8.5,8.0
a7544,b7215,The Last Guardian,SCE Japan Studio|Team Ico|SCE Studios Japan,Sony Computer Entertainment|Sony Interactive Entertainment,PlayStation,Real-Time|Action|Third-Person|Adventure,2016-12-06,8.1,8.1
a7546,b7222,The Last of Us,Naughty Dog,SCEA|SCEI|Sony Computer Entertainment|SCEE|SCE Australia,PlayStation|PC,Third-Person|Adventure|Action|Survival Horror|Shooter,2013-06-14,9.1,9.4
a7547,b7218,The Last Remnant,Square Enix,Square Enix,PC|Xbox,Role-playing|Role-Playing,2008-11-20,7.7,7.6
a7548,b7219,The Last Story,AQ Interactive|Artoon|Mistwalker,Nintendo|Xseed Games,Wii,Action|Role-Playing,2012-08-14,8.7,8.2
a7549,b7221,The Last Tinker: City of Colors,Mimimi Productions|LOOT Entertainment,Unity Games|Soedesco|LOOT Entertainment,PlayStation|Linux|PC|Macintosh,Action|Platformer|3D|Platform,2014-05-12,8.2,7.3
a755,b795,Blade Kitten,Krome Studios,Atari|Atari SA,PlayStation|PC|Xbox,Side-scroller|Adventure|Platformer,2010-09-21,6.5,5.8
a7551,b7226,The Legend of Dragoon,SCE Japan Studio|SCEI,Sony Computer Entertainment|SCEE|SCEA|SCEI,PlayStation,Role-playing|Role-Playing,2000-06-13,8.8,8.3
a7552,b7227,The Legend of Heroes: A Tear of Vermillion,Falcom|Microvision|MiCROViSion (PSP),Bandai,PlayStation,Role-playing|Role-Playing,2005-11-15,8.2,7.4
a7553,b7228,The Legend of Heroes II: Prophecy of the Moonlight Witch,Falcom|MiCROViSion (PSP)|Microvision,GMF|Bandai|Namco Bandai Games,PlayStation|PC,Role-Playing|Role playing,2006-06-20,7.5,6.9
a7555,b7229,The Legend of Heroes: Trails in the Sky,Nihon Falcom|Falcom,Ghostlight|Xseed Games|Falcom|Xseed Games (PSP)|Nihon Falcom,Other|PlayStation|PC,Turn-Based|Role-Playing|Top-Down,2011-03-28,8.4,8.5
a7557,b7237,The Legend of Korra,PlatinumGames|Platinum Games,Activision,PlayStation|PC|Xbox,Action|Third-Person|Adventure|Beat 'em Up,2014-10-21,6.1,6.7
a7558,b7241,The Legend of Legacy,Cattle Call|Furyu Grezzo|FuRyu,Furyu|FuRyu|Atlus|NIS America|ATLUS,Nintendo,Role-Playing,2015-01-22,4.7,6.3
a7559,b7242,The Legend of Spyro: A New Beginning,Amaze Entertainment (DS)|Krome Studios (PS2|Big Ant Studios (GBA)|GC)|Amaze Entertainment|Xbox|Krome Studios,Sierra Entertainment,Nintendo|PlayStation|Xbox,Action|Platformer|3D,2006-10-10,6.8,6.1
a7561,b7243,The Legend of Spyro: The Eternal Night,The Mighty Troglodytes|Amaze Entertainment|Krome Studios,Sierra Entertainment|Vivendi Universal Games Mobile,Nintendo|PlayStation|Wii|Mobile,Action|Platformer|3D,2007-10-02,6.5,5.6
a7562,b7272,The Legend of the Mystical Ninja,Konami,Konami,Nintendo|Wii,Action|Adventure|Platform,1992-02-01,8.2,7.5
a7563,b7245,The Legend of Zelda: A Link Between Worlds,Nintendo|Nintendo EAD Group No. 3,Nintendo,Nintendo,Action|Adventure,2013-11-22,8.9,9.1
a7564,b7246,The Legend of Zelda: A Link to the Past,Nintendo|Nintendo EAD,Nintendo,Nintendo|Other|Wii|PC,Action|Adventure,1992-04-13,9.3,9.0
a7565,b7247,The Legend of Zelda: Breath of the Wild,Nintendo|Nintendo EPD,Nintendo,Nintendo|Other|Wii,Action|Third-Person|Adventure|Open World,2017-03-03,8.5,9.5
a7566,b7252,The Legend of Zelda: Four Swords Adventures,Nintendo|Nintendo EAD,Nintendo,Nintendo|Other|Wii,Action|Adventure|Action-adventure,2004-06-07,8.5,7.6
a7567,b7254,The Legend of Zelda: Link's Awakening,Nintendo|Nintendo EAD,Nintendo,Nintendo|Other,Action|Adventure,1993-08-01,8.9,9.0
a7568,b7256,The Legend of Zelda: Majora's Mask,Nintendo|Nintendo EAD|GREZZO,Nintendo,Nintendo|Other|Wii,Action|Third-Person|Adventure,2000-10-25,9.0,9.0
a7569,b7258,The Legend of Zelda: Ocarina of Time,Nintendo|Nintendo EAD|GREZZO,Nintendo|Gradiente,Nintendo|Other|Wii|PC,Adventure|Action,1998-11-23,9.6,9.2
a7570,b7261,The Legend of Zelda: Oracle of Ages/Seasons,Flagship|Nintendo|Capcom,Nintendo|Capcom,Nintendo|Other,Action|Adventure|Action-adventure,2001-05-13,9.0,8.2
a7570,b7262,The Legend of Zelda: Oracle of Ages/Seasons,Flagship|Nintendo|Capcom,Nintendo|Capcom,Nintendo|Other|PC,Action|Adventure|Action-adventure,2001-05-13,9.0,8.2
a7571,b7263,The Legend of Zelda: Phantom Hourglass,Nintendo|Nintendo EAD,Nintendo,Nintendo|Wii,Action|Adventure|Action-adventure,2007-10-01,8.9,7.6
a7572,b7264,The Legend of Zelda: Skyward Sword,Nintendo|Nintendo EAD,Nintendo,Wii|PC,Action|Third-Person|Adventure,2011-11-20,8.8,8.6
a7573,b7266,The Legend of Zelda: The Minish Cap,Flagship|Capcom,Nintendo,Nintendo|Other|Wii|PC,Action|Adventure|Action-adventure,2005-01-10,9.1,8.4
a7574,b7267,The Legend of Zelda: The Wind Waker,Nintendo|HexaDrive|Nintendo EAD,Nintendo,Nintendo|Other|Wii,Action|Third-Person|Adventure|Open World,2003-03-24,9.2,9.0
a7575,b7269,The Legend of Zelda: Tri Force Heroes,Nintendo|Nintendo EPD,Nintendo,Nintendo,Action|Adventure|Top-Down,2015-10-23,6.8,7.2
a7576,b7270,The Legend of Zelda: Twilight Princess,Nintendo|Tantalus Interactive|Nintendo EAD,Nintendo,Nintendo|Other|Wii,Action|Third-Person|Adventure,2006-11-19,9.3,8.7
a7577,b7244,The Legend of Zelda,Nintendo|Nintendo EAD,Nintendo|Playtronic|Hyundai Electronics,Nintendo|Other|Wii|PC,Action|Adventure|Top-Down,1987-08-22,8.8,8.1
a7578,b7207,The LEGO Movie Videogame,TT Games|Warner Bros. Interactive|Warner Bros. Interactive Entertainment,TT Games|Feral Interactive|Warner Bros. Interactive Entertainment,PlayStation|Nintendo|Macintosh|Wii|PC|Xbox|Mobile,Action|Third-Person|Adventure,2014-02-28,7.5,7.1
a7580,b7279,The Long Dark,Hinterland|Hinterland Studio,Hinterland|Hinterland Studio,PlayStation|Linux|Macintosh|PC|Xbox,First-Person|VR|Simulation|Open World,2015-06-15,7.4,7.8
a7582,b7280,The Longest Journey,Funcom,Empire Interactive|Funcom|Tri Synergy,PC,Point-and-Click|Adventure,2000-11-16,9.1,8.4
a7583,b7281,The Lord of the Rings: Aragorn's Quest,Headstrong Games|TT Fusion|Headstrong Games (Wii),Warner Bros. Interactive Entertainment,Nintendo|PlayStation|Wii,Action|Adventure,2010-09-14,6.6,6.5
a7584,b7282,The Lord of the Rings: Conquest,Artificial Mind and Movement|Pandemic Studios,Electronic Arts,Nintendo|PlayStation|PC|Xbox,Action|Adventure,2009-01-13,7.1,6.2
a7585,b7283,The Lord of the Rings Online,Turbine|Turbine Inc.,Codemasters|Turbine|Midway Games|Turbine Inc.|Warner Bros. Interactive Entertainment|Midway,PC|Macintosh,Role-Playing|MMO,2007-04-24,8.4,7.4
a7586,b7284,The Lord of the Rings: Tactics,Amaze|Amaze Entertainment,New Line Cinema|EA Games|Electronic Arts,PlayStation,Turn-Based|Tactical|Role-Playing|Strategy,2005-11-08,7.3,5.5
a7587,b7287,The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,EA Los Angeles|EA LA,EA Games|Electronic Arts,PC,Real-Time|Real-time strategy|Strategy,2006-11-28,8.4,8.0
a7588,b7286,The Lord of the Rings: The Battle for Middle-earth II,EA Los Angeles|EA LA,EA Games|Electronic Arts,PC|Xbox,Real-Time|Real-time strategy|Strategy,2006-03-02,8.6,7.7
a7589,b7285,The Lord of the Rings: The Battle for Middle-earth,EA Los Angeles|EA LA,EA Games|Electronic Arts,PC,Real-Time|Real-time strategy|Strategy,2004-12-06,8.8,8.1
a7590,b7288,The Lord of the Rings: The Fellowship of the Ring,The Whole Experience|Pocket Studios|WXP|Surreal Software,Universal Interactive|Sierra Entertainment|Black Label Games,Nintendo|PlayStation|PC|Xbox,Third-person action-adventure|Action|Adventure,2002-09-24,5.6,5.8
a7591,b7289,The Lord of the Rings: The Return of the King,Hypnos Entertainment|Griptonite Games|EA Redwood Shores|EA Games,ak tronic|EA Games|Electronic Arts,Nintendo|PlayStation|PC|Xbox,Action|Beat-'Em-Up|3D|Hack and slash,2003-10-31,8.3,7.7
a7592,b7290,The Lord of the Rings: The Third Age,Griptonite Games|EA Redwood Shores|EA Games,EA Games,Nintendo|PlayStation|Xbox,Role-playing|Role-Playing,2004-11-02,8.0,7.1
a7593,b7291,The Lord of the Rings: The Two Towers,Hypnos Entertainment|Griptonite Games|Stormfront Studios,EA Games|Electronic Arts,Nintendo|PlayStation|Xbox,Beat-'Em-Up|Action|2D,2002-10-21,8.0,7.0
a7594,b7292,The Lord of the Rings: War in the North,Snowblind Studios,Feral Interactive|Warner Bros. Interactive Entertainment,PlayStation|PC|Xbox|Macintosh,Action|Role-Playing,2011-11-01,7.5,7.0
a7595,b7293,The Lord of the Rings: War of the Ring,Liquid Entertainment,Sierra Entertainment,PC,Real-Time|Strategy,2003-11-04,6.7,7.5
a7596,b7297,The Lost Vikings,Silicon &amp; Synapse|Mass Media|Silicon & Synapse,Blizzard Classic Arcade|Blizzard Entertainment|T&E Soft|Ballistic|Interplay Entertainment|Interplay,Sega|Commodore|Nintendo|Other|PC,Action|side-scrolling|puzzle/platform|Puzzle,1992-01-01,8.1,8.0
a7598,b7299,The Magic Circle,Question,Question,PlayStation|Linux|Macintosh|PC|Xbox,First-Person|Adventure|Strategy|Action|3D,2015-05-13,7.2,7.4
a7599,b1858,Disney's Magical Quest starring Mickey Mouse,Capcom,Nintendo|Capcom,Nintendo,Action|2D|Platformer,1992-12-01,7.8,7.5
a760,b799,Blades of Time,Gaijin Entertainment,Iceberg Interactive|Konami|Gaijin Entertainment,PlayStation|PC|Xbox|Macintosh,Action|Adventure,2012-03-06,7.2,6.9
a7600,b7302,The Mark of Kri,SCEA|SCE San Diego Studio,Sony Computer Entertainment|SCEE|SCEA|Capcom,PlayStation,Action|Adventure|Beat-'Em-Up|3D,2002-07-29,8.1,7.2
a7603,b3140,Halo: The Master Chief Collection,343 Industries,Microsoft Game Studios|Microsoft Studios,Xbox,First-Person|Action|Compilation|Shooter|3D,2014-11-11,8.2,8.4
a7605,b7305,The Matrix: Path of Neo,Shiny Entertainment,Atari|Atari SA,PlayStation|PC|Xbox,Beat 'em up|Action|Adventure|Third-person shooter,2005-11-07,7.8,7.1
a7606,b7306,The Maw,Hothead Games|Twisted Pixel Games,Microsoft|Microsoft Game Studios|Twisted Pixel Games,PC|Xbox,Action|Platformer|3D,2009-01-21,7.6,6.4
a7607,b7311,The Misadventures of P.B. Winterbottom,The Odd Gentlemen|2K China (Windows)|The Odd Gentlemen (XBLA),2K Play (XBLA)|2K Games|2K Play|Valve (Windows),PC|Xbox,Puzzle,2010-02-17,7.9,6.9
a7608,b7312,The Misadventures of Tron Bonne,Capcom Production Studio 2|Capcom,Eidos Interactive|SCEA|Capcom,PlayStation,Action|Adventure,2000-04-30,8.5,7.5
a7609,b7313,The Moment of Silence,House of Tales,Digital Jesters|Nordic Games Publishing|The Adventure Company,PC,Adventure,2005-03-01,7.7,6.4
a7610,b7317,The Movies,Robosoft Technologies|(Mac)|Lionhead Studios (PC)|Lionhead Studios,Russell|Activision|Feral Interactive,PC|Macintosh,Simulation|Management|Strategy,2005-11-08,8.5,7.7
a7611,b7318,The Mummy Demastered,WayForward,WayForward,Nintendo|PlayStation|PC|Xbox,Action|2D|Adventure|Platformer,2017-10-24,6.4,6.9
a7615,b7319,The Munchables,Namco Bandai|Now Production,JP: Namco|Bandai Namco Games|Namco Bandai|Namco Bandai Games,Wii,Action|Platform,2009-05-26,6.9,6.0
a7617,b7322,The Neverhood,Inc.|The Neverhood,Riverhillsoft|Dreamworks Interactive|DreamWorks Interactive,PlayStation|PC,Adventure,1996-10-31,9.0,9.3
a7621,b7324,The Next BIG Thing,Pendulo Studios,FX Interactive|Focus Home Interactive,PC|Macintosh,Adventure,2011-04-21,7.5,6.5
a7626,b7331,The Operative: No One Lives Forever,Monolith Productions|MumboJumbo,CyberFront|Sierra Entertainment and Fox Interactive|Sierra Entertainment|Fox Interactive|Empire Interactive|VU Games|MacPlay|Mac Play,PlayStation|PC|Macintosh,stealth|First-person shooter|First-Person|Action|Shooter|3D,2000-11-11,8.7,8.3
a7627,b7332,The Orange Box,Valve Corporation|EA Games|Valve Software,CyberFront|Valve Corporation|EA Games|Valve Software|Electronic Arts,PlayStation|PC|Xbox|Macintosh,puzzle|Compilation|First-person shooter,2007-10-10,9.2,9.4
a7628,b7333,The Order: 1886,SCE Santa Monica|SCE Santa Monica Studio|Ready at Dawn,SCEA|SCEI|Sony Computer Entertainment|SCEE|SCE Australia,PlayStation,Action|Third-Person|Adventure|Shooter,2015-02-20,6.5,7.1
a7629,b7336,The Outfit,Relic|Relic Entertainment,THQ,Xbox,Third-Person|Tactical|Action|Shooter|Third-person shooter,2006-03-13,7.2,6.3
a7631,b7337,The Pandora Directive,Access Software,Access Software|Night Dive Studios,Linux|PC|Macintosh,Adventure,1996-07-31,8.8,8.7
a7632,b7338,The Park,Funcom,Funcom,PlayStation|PC|Xbox,Adventure|Survival|Action|Survival Horror|3D,2015-10-27,6.4,5.9
a7637,b7345,The Political Machine,Stardock,Ubisoft,PC,Simulation|Strategy,2004-08-12,7.6,10.0
a7642,b7355,The Raven: Legacy of a Master Thief,KING Art|THQ Nordic|Nordic Games,Nordic Games Publishing|The Adventure Company|THQ Nordic,PlayStation|Nintendo|Linux|Macintosh|PC|Xbox,Adventure,2018-03-13,6,6.9
a7644,b7361,The Revenge of Shinobi,Sega (AM7)|Sega|3d6 Games,THQ|Sega,Nintendo|PC|Sega|Mobile,Action|2D|Platformer|Platform,2002-11-19,5.5,7.6
a7647,b7366,The Rub Rabbits!,Sonic Team,Sega,Nintendo,Party/Minigame|Mini-game compilation,2006-02-13,7.5,8.0
a7649,b7367,The Saboteur,Pandemic Studios|Hands-On Mobile,Hands-On Mobile|Electronic Arts,PlayStation|PC|Xbox|Mobile,open world|Action|Adventure|Action/adventure,2009-11-19,8.0,7.5
a7654,b7377,The Secret of Monkey Island,Lucasfilm Games|LucasArts,Kixx|U.S. Gold|Inc.|LucasArts|Aspyr|Softgold|Disney Interactive Studios|JVC Musical Industries|Lucasfilm Games|Victor Interactive Software,PlayStation|Commodore|Sega|Macintosh|Other|Atari|PC|Xbox|Mobile,Point-and-Click|Adventure,1990-10-01,8.8,8.2
a7655,b7376,The Secret World,Funcom,Funcom|Electronic Arts,PC,Role-Playing|Adventure|Massively Multiplayer|MMO|Action,2012-07-03,7.8,8.0
a7658,b7378,The Settlers 7: Paths to a Kingdom,Blue Byte|Blue Byte Software,Ubisoft|TransGaming Inc.|Focus Multimedia|E-Frontier,PC|Macintosh,city-building game|Management|Real-time strategy|Strategy,2010-03-23,6.6,6.8
a766,b803,Blast Corps,Rare Ltd.|Rare,Nintendo,Nintendo|Xbox,Action|Puzzle,1997-02-28,8.0,6.9
a7664,b7381,The Sexy Brutale,Tequila Works|Cavalier Game Studios,Tequila Works|Badland Games|Nippon Ichi Software,Nintendo|PlayStation|PC|Xbox,Adventure,2017-04-11,6.8,8.0
a7666,b5296,The Ship (2006),3D Realms|Human Head Studios|Venom Games|Outerlight|Blazing Griffin,2K Games|Merscom LLC|Outerlight|Blazing Griffin|Mindscape Inc.,Xbox|Linux|PC|Macintosh,First-Person|Action|Shooter|3D,2006-07-11,7.5,7.4
a7668,b7389,The Silver Case,Grasshopper Manufacture,ASCII Entertainment|Limited Run Games|Grasshopper Manufacture|NIS America,PlayStation|Linux|PC|Macintosh,First-Person|Adventure|Visual Novel,2016-10-06,6.5,7.0
