Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating
Popeye,Nintendo R&amp;D1,Nintendo,NES,Action|Platform,1982,6.0
Populous,Bullfrog,Electronic Arts,PC|Super Nintendo,Real-Time Strategy,05 June 1989,7.0
Populous: The Beginning,Bullfrog Productions,Electronic Arts,PC|PlayStation,,30 November 1998,7.8
Port of Call,Underdog Games,Underdog Games,Mac|PC,Adventure,28 August 2015,5.7
Portal,Valve Corporation,Valve Corporation,Linux|Mac|PC|PlayStation 3|Xbox 360|Xbox One,First-Person|Platform|Puzzle,09 October 2007,8.8
Portal 2,Valve Corporation,Valve Corporation,Linux|Mac|PC|PlayStation 3|Xbox 360|Xbox One,First-Person|Platform|Puzzle,19 April 2011,9.1
Portal 2: Peer Review DLC,Valve Corporation,Valve Corporation,PC|PlayStation 3|Xbox 360,First-Person|Platform|Puzzle,05 October 2011,8.8
Portal 2 - The Final Hours,,,PC,,,6.0
Portal Knights,Keen Games,505 Games,PC|PlayStation 4,Adventure|Role-Playing,25 February 2016,7.0
Portal: Prelude,,,PC,Sci-fi puzzle-platform game,09 October 2008,6.7
Portal: Still Alive,Valve Corporation,Microsoft Game Studios,Mac|PC|Xbox 360|Xbox One,,22 October 2008,9.1
Portal Stories: Mel,Prism Studios,Prism Studios,Linux|PC,First-Person|Puzzle,25 June 2015,8.5
Portal Stories: VR,Prism Studios,Prism Studios,PC,Virtual Reality|Adventure,16 May 2016,7.0
Portal of Evil: Stolen Runes,8floor,8floor,PC,Point-and-Click|Hidden Object,26 May 2015,5.5
Post Apocalyptic Mayhem,Steel Monkeys,Meridian 4,PC,Action|Racing,17 March 2011,5.5
Postal,Running With Scissors,Ripcord Games,Linux|Mac|PC,Third-Person|Shooter,14 November 1997,5.8
Postal 2,Running with Scissors,Whiptail Interactive|Linux Game Publishing,Linux|Mac|PC,First-Person|Shooter,13 April 2003,7.1
Postal 2: Apocalypse Weekend,Running with Scissors,,PC,First-Person|Shooter,12 May 2005,5.5
Postal 2: Paradise Lost,Running With Scissors,,PC,First-Person|Shooter,14 April 2015,7.1
Postal III,Running with Scissors|Akella|TrashMasters Studios,Akella,PC,,21 December 2011,5.1
Postal Redux,Running With Scissors,Running With Scissors,PC,Multidirectional|Shooter,20 May 2016,7.0
Postmortem: One Must Die,Koobazaur,,PC,Adventure|Role-Playing,15 August 2013,4.4
Potatoman Seeks the Troof,Pixeljam,Pixeljam,PC,Action|Adventure|Platform,03 December 2014,6.0
Power Blade,Natsume,Taito,NES,Action|Platform,March 1991,7.6
Power Rangers Lightspeed Rescue,Mass Media|Climax Studios|Natsume|Red Sky Interactive,THQ,Nintendo 64|PlayStation,Action|Beat 'em Up|Platform,01 June 2000,5.0
Power Rangers: Super Legends,A2M,Disney Interactive Studios,Nintendo DS|PC|PlayStation 2,Action-adventure,23 October 2007,5.8
Power Stone,Capcom,Capcom,Dreamcast|PSP,,09 September 1999,7.4
Power Stone 2,Capcom,Capcom,Dreamcast|PC,Arena Fighting,23 August 2000,8.2
Power Stone Collection,Capcom,Capcom,PSP,Fighting,31 October 2006,7.8
Pre-Civilization: Marble Age,Clarus Victoria,Echidna,PC,Top-Down|Turn-Based|Strategy,04 March 2015,3.5
Press X to Not Die,All Seeing Eye Games,All Seeing Eye Games,PC,On-Rails|Adventure,09 October 2015,6.2
Pressure,Chasing Carrots,Topware Interactive,PC,Action|Racing,26 March 2013,5.9
Pretentious Game,,,Browser|PC,Platform,,6.3
Pretentious Game 2,,,Browser,Platform,,7.3
Pretentious Game (2014),Keybol,Plug In Digital|Bulkypix,Browser|PC,Platform|Puzzle,20 May 2014,6.4
Pretty Girls Mahjong Solitaire,Zoo Corporation,Zoo Corporation,PC,Point-and-Click|Board Game,24 August 2015,6.5
Pretty Girls Panic!,Zoo Corporation,Zoo Corporation,PC,,20 December 2016,4.5
Prey (2006),Human Head Studios|3D Realms|Venom Games,2K Games,PC|Xbox 360,First-Person|Shooter,11 July 2006,7.4
Prey (2017),Arkane Studios,Bethesda Softworks,PC|PlayStation 4|Xbox One,First-Person|Shooter,05 May 2017,8.4
Price,YETU GAME,YETU GAME,PC,Puzzle,15 September 2016,6.5
Primal,SCE Studio Cambridge,Sony Computer Entertainment,PlayStation 2|PlayStation 4,Action|Adventure,25 March 2003,7.4
Primal Carnage,Lukewarm Media,Reverb Publishing,PC,First-Person|Shooter,29 October 2012,8.0
Primal Rage,Atari Games|Probe,Atari Games|Time Warner,3DO|Arcade|Game Boy|PC|PlayStation|Sega 32X|Sega Game Gear|Sega Mega Drive/Genesis|Super Nintendo,Fighting,1994,6.1
Prime World: Defenders,Nival,Nival,PC,Strategy,05 June 2013,7.3
Primordia,Wormwood Studios,Wadjet Eye Games,Linux|PC,Adventure,05 December 2012,8.0
Prince of Persia (2008),Ubisoft Montreal,Ubisoft,PC|PlayStation 2|PlayStation 3|Xbox 360,,02 December 2008,7.5
Prince of Persia (2008): Epilogue DLC,Ubisoft Montreal,Ubisoft,PC|PlayStation 3|Xbox 360,Action|Adventure|Platformer,02 December 2008,7.3
Prince of Persia Classic,Gameloft,Ubisoft Entertainment,Android|PC|PlayStation 3|Xbox 360,Platform,13 June 2007,6.7
Prince of Persia: Rival Swords,Ubisoft,Ubisoft,PSP|Wii,Action|Adventure,03 April 2007,7.3
Prince of Persia: The Fallen King,Ubisoft Casablanca,Ubisoft,Nintendo DS,Action|Adventure|Platformer,02 December 2008,5.8
Prince of Persia: The Forgotten Sands,Ubisoft,Ubisoft,PC|PlayStation 3|Wii|Xbox 360,,18 May 2010,7.3
Prince of Persia: The Forgotten Sands (Wii),Ubisoft Quebec,Ubisoft,Wii,Action|Adventure,18 May 2010,7.4
Prince of Persia: The Sands of Time,Ubisoft Montreal,Ubisoft|SCEJ,Game Boy Advance|Nintendo GameCube|PC|PlayStation|PlayStation 2|PlayStation 3|Xbox|Xbox 360,Platform,21 November 2003,8.2
Prince of Persia: The Two Thrones,Ubisoft Montreal,Ubisoft,Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Wii|Xbox,Action|Adventure|Platform,01 December 2005,8.0
Prince of Persia Trilogy,Ubisoft Montreal,Ubisoft,PlayStation 3,Action|Adventure,19 April 2011,8.0
Prince of Persia: Warrior Within,Ubisoft Montreal|Pipeworks Software,Ubisoft,Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Xbox,Action|Adventure|Platform,30 November 2004,7.7
Princess Isabella,Gogii Games,Strategy First,PC,Hidden Object,15 April 2014,6.8
Princess Isabella: Rise of an Heir,Gogii Games,Strategy First,PC,Hidden Object,15 April 2014,5.5
Princess Maker 2,Gainax,Gainax,PC,Simulation,1993,7.2
Princess Remedy: In A Heap of Trouble,Ludosity,Ludosity,PC,Action|Role-Playing,08 September 2016,8.0
Princess Remedy in a World of Hurt,Ludosity|Remar Games,Ludosity,PC,Action,01 December 2014,7.9
Prinny: Can I Really Be the Hero?,Nippon Ichi Software,Nippon Ichi,PSP,Hack and Slash|Platform,17 February 2009,6.9
Prison Architect,Introversion Software,Introversion Software,PC,Point-and-Click|Top-Down|Simulation,06 October 2015,7.8
Prison Break: The Conspiracy,ZootFly,Deep Silver,PC|PlayStation 3|Xbox 360,Action-adventure,30 March 2010,5.7
Pro Evolution Soccer 2008,Konami,Konami,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Sports,11 March 2008,6.7
Pro Evolution Soccer 2009,Konami Computer Entertainment Tokyo,Konami,PC|PlayStation 2|PlayStation 3,Sports,12 November 2008,7.4
Pro Evolution Soccer 2010,Konami Computer Entertainment Tokyo,Konami,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Sports,03 November 2009,6.9
Pro Evolution Soccer 2011,Konami,Konami,PC|PlayStation 2|PlayStation 3|Xbox 360,Sports,23 October 2010,7.1
Pro Evolution Soccer 2012,Konami,Konami,PC|PlayStation 3|Xbox 360,Sports,27 September 2011,7.7
Pro Evolution Soccer 2013,PES Productions,Konami,PC|PlayStation 3|Xbox 360,Sports,25 September 2012,7.3
Pro Evolution Soccer 2014,PES Productions,Konami,PC|PlayStation 3|Xbox 360,Sports,24 September 2013,5.5
Pro Evolution Soccer 2015,PES Productions,Konami,PC|PlayStation 3|PlayStation 4|Xbox 360,Sports,11 November 2014,7.4
Pro Evolution Soccer 2016,PES Productions,Konami,PC|PlayStation 3|PlayStation 4|Xbox One,Sports,15 September 2015,7.1
Pro Evolution Soccer 2017,Konami Digital Entertainment,Konami Digital Entertainment,PC|PlayStation 4,Simulation|Sports,14 September 2016,7.3
Pro Evolution Soccer 3,Konami Computer Entertainment Tokyo,Konami,PC|PlayStation 2,Sports,17 February 2004,7.5
Pro Evolution Soccer 4,Konami Computer Entertainment Tokyo,Konami,PC|PlayStation 2|Xbox,Sports,01 February 2005,8.2
Pro Evolution Soccer 5,Konami,Konami,PC|PlayStation 2,Sports,07 February 2006,8.0
Pro Evolution Soccer 6,Konami,Konami,PC|PlayStation 2|PSP|Xbox 360,Sports,06 February 2007,8.5
Professor Layton and the Azran Legacy,Level-5,Level-5|Nintendo,Nintendo 3DS,Adventure|Puzzle,28 February 2014,8.1
Professor Layton and the Curious Village,Level-5,Level-5|Nintendo,Emulated|Nintendo 2DS|Nintendo 3DS|Nintendo DS,Adventure|Puzzle|Visual Novel,10 February 2008,8.0
Professor Layton and the Diabolical Box,Level-5,Level-5|Nintendo,Emulated|Nintendo 2DS|Nintendo 3DS|Nintendo DS,Adventure|Puzzle|Visual Novel,24 August 2009,7.9
Professor Layton and the Last Specter,Level-5|Brownie Brown,Nintendo|JP: Level-5,Nintendo 3DS|Nintendo DS,Adventure|Puzzles,17 October 2011,7.9
Professor Layton and the Miracle Mask,Level-5,Nintendo,Nintendo 2DS|Nintendo 3DS,Adventure|Puzzle,28 October 2012,8.1
Professor Layton and the Unwound Future,Level-5,Level-5,Nintendo 3DS|Nintendo DS,Adventure|Puzzle,12 September 2010,8.2
Professor Layton vs. Phoenix Wright: Ace Attorney,Level-5|Capcom,Level-5,Nintendo 3DS,Adventure|Puzzle,29 August 2014,8.1
Project CARS,Slightly Mad Studios,Slightly Mad Studios,PC|PlayStation 4|Xbox One,First-Person|Third-Person|Virtual Reality|Racing|Simulation,16 March 2015,7.4
Project Gotham Racing,Bizarre Creations,Microsoft Game Studios,Xbox,Racing,09 November 2001,6.8
Project Gotham Racing 2,Bizarre Creations,Microsoft Game Studios,Xbox,Racing,17 November 2003,8.7
Project Gotham Racing 3,Bizarre Creations,Microsoft Game Studios,Xbox 360,Racing,22 November 2005,8.3
Project Gotham Racing 4,Bizarre Creations,Microsoft Game Studios,Xbox 360,Racing,02 October 2007,8.3
Project Highrise,SomaSim,Kasedo Games,PC,Simulation,08 September 2016,5.6
Project I.G.I.: I'm Going In,Innerloop Studios,Eidos Interactive,PC,Stealth|Action,15 December 2000,7.2
Project Justice,Capcom,Capcom,Dreamcast,Fighting,16 May 2001,8.4
Project M,Project M Development Team,,PC|Wii,Fighting,07 February 2011,8.9
Project Snowblind,Crystal Dynamics,Eidos Interactive,PC|PlayStation 2|Xbox,First-Person|Shooter,22 February 2005,6.4
Project Sylpheed,Game Arts|SETA|Anima,JP: Square Enix|NA/EU: Microsoft Game Studios,Xbox 360,Flight Combat|Simulation,10 July 2007,7.3
Project X Zone,Banpresto|Monolith Soft,Namco Bandai Games,Nintendo 3DS,Role-Playing|Tactical,25 June 2013,7.5
Project X Zone 2,Monolith Soft,Bandai Namco Entertainment,Nintendo 3DS,Role-Playing|Tactical,16 February 2016,8.2
Project Zero 2: Wii Edition,Tecmo Koei,Nintendo,Wii,First-Person|Third-Person|Survival Horror,,8.3
Project Zomboid,The Indie Stone,,PC,Open World|Survival Horror,20 June 2011,6.0
Projector Face,Fluik Entertainment,Fluik Entertainment,PC,Point-and-Click|Adventure,02 June 2016,4.5
Prospekt,Richard Seabrook,Richard Seabrook,PC,First-Person|Shooter,18 February 2016,2.5
Proteus,Ed Key|David Kanaga,Twisted Tree,Linux|Mac|PC|PlayStation 3|PlayStation Vita,First-Person|Interactive Art|Open World,30 January 2013,6.2
Prototype,Radical Entertainment,Activision,PC|PlayStation 3|PlayStation 4|Xbox 360,Third-Person|Action|Open World,09 June 2009,7.2
Prototype 2,Radical Entertainment,Activision,PC|PlayStation 3|PlayStation 4|Xbox 360,Action|Adventure|Open World,24 April 2012,7.5
Prune,Joel McDonald,Joel McDonald,Android|iOS,Music/Rhythm,November 15,6.5
Psi-Ops: The Mindgate Conspiracy,Midway Games,Midway Games,PC|PlayStation 2|Xbox,Third-Person|Shooter,14 June 2004,7.8
Psy High,Choice of Games,Choice of Games,PC,Text|Role-Playing,12 December 2014,6.5
Psycho Fox,Vic Tokai,Sega,Sega Master System,2D Action Platformer,1989,7.5
Psychonauts,Double Fine Productions|Budcat Creations (PS2 version),Majesco Entertainment|THQ,Mac|PC|PlayStation 2|PlayStation 3|PlayStation 4|Xbox|Xbox 360,Platform,19 April 2005,8.5
Psychonauts in the Rhombus of Ruin,Double Fine Productions,Double Fine Productions,PlayStation 4|PlayStation VR,Virtual Reality|Adventure,21 February 2017,7.8
Puddle,Neko Entertainment,Konami,PC|PlayStation Vita|Wii U,Platform|Puzzle,31 January 2012,7.1
Punch-Out!! (2009),Next Level Games,Nintendo,Wii|Wii U,Arcade|Fighting,18 May 2009,7.9
Punch Club,Lazy Bear Games,tinyBuild,Android|iOS|PC,Role-Playing|Strategy,09 January 2016,6.7
Puppeteer,SCE Japan Studio,Sony Computer Entertainment,PlayStation 3,Platform,10 September 2013,8.0
Pure,Black Rock Studio,Disney Interactive Studios,PC|PlayStation 3|Xbox 360,Racing,16 September 2008,7.5
Pursuit Force,Bigbig Studios,SCE,PSP,Car combat,07 March 2006,6.1
Pursuit Force: Extreme Justice,Bigbig Studios,SCEE|SCEA,PSP,Action|Car Combat,29 January 2008,7.5
Pushmo,Intelligent Systems,Nintendo,Nintendo 3DS,Puzzle,08 December 2011,8.1
Pushmo World,Intelligent Systems,Nintendo,Wii U,Third-Person|Real-Time|Platform|Puzzle,19 June 2014,8.1
Puss in Boots,Blitz Games|ImaginEngine,THQ,Nintendo DS|PlayStation 3,Action,25 October 2011,5.3
Putt-Putt Enters the Race,Humongous Entertainment,Humongous Entertainment,PC,Adventure,1998,7.7
Putt-Putt Goes to the Moon,Humongous Entertainment,Humongous Entertainment,PC,Adventure,1993,7.3
Putt-Putt Joins the Circus,Humongous Entertainment,Humongous Entertainment|Night Dive Studios,PC,Adventure,December 2000,6.5
Putt-Putt Joins the Parade,Humongous Entertainment,Humongous Entertainment,PC,Adventure,February 1992,7.0
Putt-Putt: Pep's Birthday Surprise,Humongous Entertainment,Atari,PC,Adventure,19 August 2003,5.0
Putt-Putt Saves the Zoo,Humongous Entertainment|Nimbus Games,Humongous Entertainment,Mac|PC,Adventure,03 March 1995,7.5
Putt-Putt Travels Through Time,Humongous Entertainment|Nimbus Games,Humongous Entertainment,PC,Adventure|Educational,21 November 1997,9.0
Putt-Putt and Fatty Bear's Activity Pack,Humongous Entertainment,Humongous Entertainment,PC,,1994,5.0
Putt-Putt and Pep's Balloon-o-Rama,Humongous Entertainment,Humongous Entertainment,PC,Arcade,March 1996,4.5
Puyo Pop Fever,Sonic Team,Sega|Atlus|THQ|Ignition Entertainment,Nintendo DS|Nintendo GameCube,Puzzle,20 July 2004,7.0
Puyo Puyo Tetris,Sonic Team,Sega,Nintendo 3DS|Nintendo Switch|PC|PlayStation 4|PlayStation Vita|Wii U,Puzzle,,8.2
Puzzle Agent,Telltale Games,Telltale Games,iOS|Mac|PC|PlayStation 3,Adventure/Puzzle,30 June 2010,7.2
Puzzle Agent 2,Telltale Games,Telltale Games,iOS|Mac|PC,Adventure|Casual,30 June 2011,6.9
Puzzle Bobble,Taito Corporation,Taito Corporation,Arcade|PlayStation|Super Nintendo,Puzzle,August 1994,7.0
Puzzle Bots,Lively Ivy,Wadjet Eye Games,PC,Adventure|Indie,22 October 2010,6.7
Puzzle Dimension,Doctor Entertainment,Doctor Entertainment,PC,Puzzle,21 June 2010,7.6
Puzzle Kingdoms,Infinite Interactive,NA: Zoo Games|EU: Zushi Games,PC,Puzzle|TBS,05 May 2009,6.9
Puzzle Quest 2,Infinite Interactive,D3 Publisher,Nintendo DS|PC|Xbox 360,Puzzle RPG,22 June 2010,6.7
Puzzle Quest: Challenge of the Warlords,,D3 Publisher,Nintendo DS|PC|PlayStation 2|PSP|Xbox 360,Puzzle|Role-Playing,20 March 2007,8.2
Puzzle Quest: Galactrix,Infinite Interactive,D3 Publisher,Nintendo DS|PC|Xbox 360,Puzzle,24 February 2009,5.5
Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,GungHo Online Entertainment,Nintendo,Nintendo 3DS,Compilation|Puzzle|Role-Playing,22 May 2015,6.8
Puzzler World,Ideas Pad,Digital Game Factory,PC,Puzzle,28 May 2010,7.0
Puzzler World 2,,,PC,Puzzle,24 October 2011,7.3
Pyre,Supergiant Games,Supergiant Games,PC|PlayStation 4,Action|Role-Playing,25 July 2017,8.3
Pyrite Heart,Winged Cloud,Sekai Project,PC,Visual Novel,26 September 2014,3.0
Pythagoria,Vladimir Maslov,Vladimir Maslov,PC,Puzzle,22 January 2016,6.8
Q.U.B.E.,Toxic Games,Indie Fund,Mac|PC|PlayStation 4,Puzzle,16 December 2011,7.1
Q.U.B.E.: Director's Cut,Toxic Games,Toxic Games,PC|PlayStation 4|Xbox One,First-Person|Puzzle,21 May 2014,7.1
Qbeh-1: The Atlas Cube,Liquid Flower,Digital Tribe,PC,First-Person|Platform|Puzzle,,6.3
Q*bert,Atari,Various,Atari 2600|NES,Platform,31 December 1982,7.8
Qora,Holden Boyles|Ciprian Stanciu,Curve Digital,PC,Adventure,02 October 2014,6.0
QuackShot,Sega,Sega,Sega Mega Drive/Genesis,Platform,19 December 1991,7.5
Quadrilateral Cowboy,Blendo Games,Blendo Games,PC,Adventure,25 July 2016,7.2
Quake,id Software,Misc,PC|Sega Saturn,First-Person|Shooter,22 June 1996,8.1
Quake 4,Raven Software,Activision,PC|Xbox 360,First-Person|Shooter,18 October 2005,7.3
Quake II,Id Software,Activision,PC|PlayStation|Xbox 360,First-Person|Shooter,09 December 1997,8.1
Quake III Arena,id Software|Raster Productions (Dreamcast)|Bullfrog Productions (PS2)|Pi Studios (Xbox 360),Activision (Windows|Mac|Steam)|Loki Software (Linux)|Sega (Dreamcast)|Electronic Arts (PS2)|Valve Corporation (Ste,Dreamcast|Mac|PC,First-person shooter,02 December 1999,8.2
Quake III: Revolution,Bullfrog Productions,Electronic Arts,PC|PlayStation 2,First-Person|Shooter,2001,7.5
Quake III: Team Arena,id Software,Activision,PC,First-person shooter,December 2000,7.8
Quake II: Ground Zero,Rogue Entertainment,id Software,PC,First-Person|Shooter,31 August 1998,7.0
Quake II (PS1),Hammerhead,Activision,PlayStation,First-Person|Shooter,30 September 1999,8.1
Quake II: The Reckoning,Xatrix Entertainment,id Software,PC,First-Person|Shooter,30 May 1998,7.7
Quake Live,id Software,,PC,First-Person|Shooter,06 June 2010,8.8
Quake Mission Pack 1: Scourge of Armagon,Hipnotic Interactive,id Software,PC,First-Person|Shooter,28 February 1997,7.8
Quake Mission Pack 2: Dissolution of Eternity,Rogue Entertainment,id Software,PC,First-Person|Shooter,31 March 1997,7.4
Quantum Break,Remedy Entertainment,Microsoft Studios,PC|Xbox One,Third-Person|Action|Adventure|Shooter,05 April 2016,7.7
Quantum Conundrum,Airtight Games,Square Enix,PC|PlayStation 3|Xbox 360,First-person|Action,21 June 2012,7.1
Quantum Conundrum: The Desmond Debacle DLC,Airtight Games,Square Enix,PC|Xbox 360,First-Person|Puzzle,31 July 2012,5.4
Quantum Theory,Team Tachyon,Tecmo,PlayStation 3|Xbox 360,Third-person shooter,28 September 2010,4.7
Quantum of Solace,Treyarch|Eurocom|Beenox|Vicarious Visions|Nerve Software,Activision|Sony Computer Entertainment,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,First-Person|Third-Person|Action|Shooter,04 November 2008,6.4
Queen's Quest: Tower of Darkness,Brave Giant,Artifex Mundi,PC,Point-and-Click|Hidden Object,10 September 2015,5.3
Quell,Fallen Tree Games,Green Man Loaded,PC,Puzzle,14 May 2015,8.0
Quell Memento,Fallen Tree Games,,PC|PlayStation Vita,Puzzle,,6.7
Quell Reflect,CIRCLE Entertainment,CIRCLE Entertainment,PC,Puzzle,,7.0
Quern: Undying Thoughts,Zadbox Entertainment,Zadbox Entertainment,PC,First-Person|Adventure,28 November 2016,8.7
QuestRun,Cuve,,PC,Adventure|Role-Playing,18 April 2014,6.0
Quest 64,Imagineer,NA: THQ|EU: Konami|JP: Imagineer,Nintendo 64,Role-Playing,11 June 1998,5.6
Quest for Glory III: Wages of War,Sierra,Sierra,PC,Adventure|Role-Playing,August 1992,7.3
Quest for Glory II: Trial by Fire,Sierra,Sierra,PC,Adventure|Role-Playing,November 1990,8.0
Quest for Glory: Shadows of Darkness,Sierra,Sierra,PC,Adventure,March 1993,7.0
Quest for Glory: So You Want to Be a Hero,Sierra,Sierra,PC,Adventure,October 1989,8.6
Quest for Glory V: Dragon Fire,Sierra,Sierra,PC,Action|Role-Playing,1998,7.0
Quest of Dungeons,David Amador,David Amador,PC,Turn-Based|Action,,6.0
Quiet City,Stephen Lavelle,,PC,,,4.8
Quiplash,Jackbox Games,Jackbox Games,PC,Party,30 June 2015,10.0
R4: Ridge Racer Type 4,Namco,Namco,PlayStation|PlayStation Vita,Racing,04 May 1999,7.9
RACE 07,SimBin Studios,SimBin Studios,PC,Racing,,6.0
R.A.W. Realms of Ancient War,Wizarbox,Focus Home Interactive,PC|Xbox 360,Action|Role-Playing,11 October 2012,5.4
R.C. Pro-Am,Rare,Nintendo (NES)|Tradewest (Sega Genesis),NES|Xbox One,Racing|vehicular combat,February 1988,7.4
REVOLVER360 RE:ACTOR,Cross Eaglet,Playism,PC,Top-Down|Scrolling|Arcade|Shooter,24 October 2014,5.0
RIP,Elephant Games,Meridian4,PC,Casual|Indie,,5.4
RIP 2: Strike Back,Elephant Games,Meridian4,PC,Casual|Indie,,5.7
RIP 3: The Last Hero,Elephant Games,Meridian4,PC,Casual|Indie,,6.0
RIVE,Two Tribes,Two Tribes,Nintendo Switch|PC|PlayStation 4,Shooter,13 September 2015,7.5
ROCKETSROCKETSROCKETS,Radial Games,,PC,Action,02 May 2014,5.0
ROM: Read Only Memories,MidBoss,MidBoss,Linux|Mac|PC,Adventure,06 October 2015,7.2
RPG Maker VX Ace,Enterbrain,Degica,PC,,12 October 2012,6.0
R-Type,Irem,Nintendo,Arcade|Commodore 64|Game Boy|PlayStation|PlayStation 3|Sega Master System|TurboGrafx-16,Shoot 'em Up,,7.0
R-Type Dimensions,Tozai Games,,PlayStation 3|Xbox 360,Scrolling|Shooter,09 April 2010,7.0
R-Type Final,Irem,JP: Irem|NA: Eidos Interactive|EU: Metro3D,PlayStation 2,Scrolling Shooter,02 February 2004,8.0
R-Type II,Irem,Irem,Game Boy|PlayStation 3,Scrolling Shooter,1989,6.0
R-Type III: The Third Lightning,Irem|Raylight Studios (GBA),Various,Game Boy Advance|Super Nintendo,Scrolling Shooter,02 August 1994,7.8
RUINER,Reikon Games,Devolver Digital,PC|PlayStation 4|Xbox One,Action,26 September 2017,7.0
RUNNING WITH RIFLES,Modulaatio Games,Modulaatio Games,PC,Top-Down|Shooter,13 March 2013,8.0
R.U.S.E.,Eugen Systems,Ubisoft,PC|PlayStation 3|Xbox 360,Real-Time|Strategy,07 September 2010,7.4
RUSH,Two Tribes,Two Tribes,PC,Strategy|Casual|Indie|Family,03 December 2010,6.3
RWBY: Grimm Eclipse,Rooster Teeth Games,Rooster Teeth Games,PC|Xbox One,Action|Beat 'em Up,01 December 2015,6.0
Rabbids Go Home,Ubisoft Montpellier|Ubisoft Sofia (Microsoft Windows Version),Ubisoft,Wii,Comedy-adventure,01 November 2009,7.1
Rabi-Ribi,CreSpirit,Sekai Project,PC,Side|Action|Adventure|Platform,28 January 2016,8.6
Race Driver: Grid,Codemasters,Codemasters,Nintendo DS|PC|PlayStation 3|Xbox 360,Racing,03 June 2008,8.0
Race the Sun,Flippfly,Flippfly,Linux|Mac|PC|PlayStation 4|PlayStation Vita,Third-Person|Scrolling|Action|Arcade|Racing,19 August 2013,6.7
