Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating
FootLOL: Epic Fail League,HeroCraft,,PC,Action|Sports,2013,5.5
Football Manager 2009,Sports Interactive,Sega,PC,Sports|Simulation,,8.0
Football Manager 2010,Sports Interactive,Sega,PC,Simulation|Sports,03 November 2009,8.3
Football Manager 2011,Sports Interactive,Sega,PC,Simulation|Sports,05 November 2010,7.8
Football Manager 2012,Sports Interactive,Sega,PC,Simulation|Sports,21 October 2011,7.7
Football Manager 2013,Sports Interactive,Sega,PC,Simulation|Sports,02 November 2012,8.5
Football Manager 2014,Sports Interactive,Sega,PC,Simulation|Sports,30 October 2013,8.9
Football Manager 2015,Sports Interactive,Sega,PC,Simulation|Sports,,8.7
Football Manager 2016,Sega,SPORTS INTERACTIVE,PC,Simulation|Sports,13 November 2015,8.0
Football Manager 2017,Sports Interactive,SEGA,PC,Simulation|Sports,03 November 2016,7.8
For Honor,Ubisoft Montreal,Ubisoft,PC|PlayStation 4|Xbox One,Hack and Slash,14 February 2017,6.9
Forced,BetaDwarf,BetaDwarf,PC,Action|Role-Playing,24 October 2013,6.5
Ford Racing 3,Razorworks Studios,Gotham Games (NA - Playstaion 2) Take-Two Interactive (NA - Xbox) Empire Interactive (EU and NA - PC/MAC),PC|PlayStation 2,Racing,2003,5.1
Foreign Legion: Buckets of Blood,Sakari Indie,Sakari Indie,PC,Action|Indie,04 August 2009,5.3
Forget Me Not: My Organic Garden,CAVYHOUSE,AGM PLAYISM,PC,Simulation,21 August 2015,7.0
Forgotten Not Lost,Afterthought Studios,Afterthought Studios,PC,Visual Novel,02 April 2016,6.0
Forgotten Realms: Demon Stone,Stormfront Studios|Zono Inc.,Atari,PC|PlayStation 2|Xbox,Action,17 December 2004,5.9
Forgotten Worlds,Capcom,Capcom,PlayStation 2|Sega Mega Drive/Genesis,Scrolling Shooter,July 1988,6.8
Fork Parker's Holiday Profit Hike,Dodge Roll,Devolver Digital,PC,Action|Adventure,18 December 2014,7.3
Forma.8,MixedBag Srl,MixedBag Srl,PlayStation 4|Wii U,Action|Adventure,23 February 2017,6.4
Fort Defense,8floor|Creobit,,PC,Tower Defense,22 May 2015,7.0
Fort Meow,Upper Class Walrus,Surprise Attack,PC,Adventure|Puzzle,25 June 2015,6.8
Fortix,Nemesys Team Studio,Nemesys Team Studio,PC,Top-Down|Action|Arcade,14 April 2010,6.7
Fortix 2,Nemesys Games,Nemesys Games,PC,Tower Defense,06 May 2011,7.0
Fortune Street,Square Enix,Square Enix|Nintendo,Wii,Board Game,05 December 2011,7.8
Fortune Summoners,Lizsoft,Carpe Fulgur,PC,Action,30 January 2012,6.7
Forward to the Sky,Animu Game,Animu Game,PC,Action|Adventure,29 January 2015,5.3
Forza Horizon,Playground Games|Turn 10 Studios,Microsoft Studios,Xbox 360|Xbox One,Racing,23 October 2012,8.6
Forza Horizon 2,Playground Games|Sumo Digital|Turn 10 Studios,Microsoft Studios,Xbox 360|Xbox One,Racing,30 September 2014,8.7
Forza Horizon 2 Presents Fast & Furious,Playground Games,Microsoft Studios,Xbox 360|Xbox One,Racing,27 March 2015,7.5
Forza Horizon 2: Storm Island,Playground Games|Sumo Digital|Turn 10 Studios,Microsoft Studios,Xbox One,Arcade|Racing,16 December 2014,7.9
Forza Horizon 3,Playground Games,Microsoft Studios,PC|Xbox One,Racing,27 September 2016,9.1
Forza Horizon 3: Blizzard Mountain,Playground Games,Microsoft Studios,PC|Xbox One,Racing,13 December 2016,8.2
Forza Horizon 3: Hot Wheels,Turn 10 Studios,Microsoft Studios,PC|Xbox One,Racing,09 May 2017,8.1
Forza Motorsport,Turn 10 Studios,Microsoft Game Studios,Xbox|Xbox 360,Racing,03 May 2005,7.0
Forza Motorsport 2,Turn 10 Studios,Microsoft Game Studios,Xbox 360,Racing|Driving,29 May 2007,7.8
Forza Motorsport 3,Turn 10 Studios,Microsoft Game Studios,Xbox 360,Racing|Simulation,27 October 2009,8.1
Forza Motorsport 4,Turn 10 Studios,Microsoft Studios,Xbox 360,Racing|Simulator,11 October 2011,8.5
Forza Motorsport 5,Turn 10 Studios,Microsoft Studios,Xbox One,Racing|Simulation,22 November 2013,8.0
Forza Motorsport 6,Turn 10 Studios,Microsoft Studios,Xbox One,Racing|Simulation,15 September 2015,8.7
Forza Motorsport 6: Apex,Turn 10 Studios,Microsoft Studios,PC,Racing,05 May 2016,6.2
Forza Motorsport 7,Turn 10 Studios,Microsoft Studios,PC|Xbox One,Racing|Simulation,03 October 2017,8.1
Fossil Echo,Awaceb,Awaceb,PC,Action|Adventure,08 July 2016,6.7
Foul Play,Mediatonic,Mediatonic,PC|PlayStation 4,Action|Adventure,18 September 2013,6.5
Four Last Things,Joe Richardson,Joe Richardson,PC,Point-and-Click|Adventure,23 February 2017,7.0
Four Sided Fantasy,Ludo Land,Serenity Forge,PC|PlayStation 4,Platform|Puzzle,30 August 2016,7.3
Fract OSC,Phosfiend Systems,,Mac|PC,Music/Rhythm|Puzzle,22 April 2014,8.0
Fractal: Make Blooms Not War,Cipher Prime,,PC,Puzzle|Strategy,29 November 2011,7.1
Fracture,Day 1 Studios,LucasArts,PlayStation 3|Xbox 360,Third-Person|Shooter,10 July 2008,5.6
Fractured Soul,Endgame Studios,Endgame Studios,Nintendo 3DS,Action|Shooter,13 September 2012,6.0
Fractured Space,Edge Case Games,Edge Case Games,PC,Moba|Shooter|Strategy,20 November 2014,1.0
Fragile Dreams: Farewell Ruins of the Moon,Namco Bandai Games,Namco Bandai Games,Wii,Role-Playing,16 March 2010,7.2
Fragments of Him,Sassybot,Sassybot,PC|Xbox One,Adventure,03 May 2016,5.8
Fran Bow,Killmonday Games,Killmonday Games,Android|Linux|Mac|PC,Adventure|Survival Horror,27 August 2015,7.4
Frankenstein: Master of Death,Jetdogs Studios|Fineway Studios,Jetdogs Studios,PC,Hidden Object,06 March 2015,5.9
Freddi Fish 2: The Case of the Haunted Schoolhouse,Humongous Entertainment,Humongous Entertainment,Mac|PC,Adventure,April 1996,7.7
Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,Humongous Entertainment,Humongous Entertainment,PC,Adventure,27 July 1999,8.3
Freddi Fish 5: The Case of the Creature of Coral Cove,Humongous Entertainment,Humongous Entertainment,PC,Adventure,27 March 2001,6.8
Freddi Fish and Luther's Maze Madness,Humongous Entertainment,Humongous Entertainment,PC,,22 November 1996,6.0
Freddi Fish and the Case of the Missing Kelp Seeds,Humongous Entertainment,Humongous Entertainment,Mac|PC,Adventure,April 1994,6.8
Freddi Fish and the Case of the Stolen Conch Shell,Humongous Entertainment,Humongous Entertainment,Mac|PC,Adventure,November 1998,7.2
Frederic: Evil Strikes Back,Forever Entertainment,Forever Entertainment,Linux|PC,Music/Rhythm,23 May 2014,6.3
Frederic: Resurrection of Music,Forever Entertainment,,PC,Music/Rhythm,,6.1
FreeSpace 2,Volition|Inc.,Interplay Entertainment,PC,Space combat simulator,30 September 1999,9.4
Free to Play,,,PC,,,7.3
Freebie,Free Games Info,Free Games Info,PC,Arcade,16 June 2016,3.3
Freedom Fall,Stirfire Studios,,PC,Platform,,7.1
Freedom Fighters,IO Interactive,Electronic Arts,Nintendo GameCube|PC|PlayStation 2|Xbox,Third-Person|Shooter,01 October 2003,7.8
Freedom Force (2002),Irrational Games,Electronic Arts,PC,Role-Playing|Strategy,09 January 2002,8.0
Freedom Force vs. the 3rd Reich,Irrational Games,Digital Jesters|Electronic Arts,PC,Real-time tactics|Tactical role-playing game,08 March 2005,7.8
Freedom Planet,GalaxyTrail,GalaxyTrail,Mac|PC|Wii U,Action|Platform,21 July 2014,7.8
Freedom Wars,SCE Japan Studio|Shift|Dimps,Sony Computer Entertainment,PlayStation Vita,Action|Role-Playing,28 October 2014,7.8
Freelancer,Digital Anvil,Microsoft Game Studios,PC,Role-Playing|Shooter|Simulation,04 March 2003,8.4
Frequency,Harmonix Music Systems,Harmonix Music Systems,PlayStation 2,Music,20 November 2001,8.0
Freshly-Picked Tingle's Rosy Rupeeland,Vanpool,Nintendo,Nintendo DS,Adventure,,6.6
Freshman Year,Nina Freeman|Laura Knetzger|Stephen Lawrence Clark,,PC,Visual Novel,20 April 2015,4.0
Friday the 13th (NES),Pack-In-Video,LJN,NES,Survival Horror,February 1989,6.4
Frobisher Says!,Honeyslug|Razor Sharp Studios,SCEE,PlayStation Vita,Party,23 October 2012,7.0
Frog Fractions,Twinbeard Studios,,Browser|PC,Arcade|Educational,25 October 2012,7.9
Frogger,Konami,Sega|Gremlin,Arcade|Atari 2600|Xbox 360,Action,1981,6.9
Frogger (1997),SCE Cambridge Studio,Hasbro Interactive Inc.,PC|PlayStation,Arcade|Action,03 November 1997,6.1
Frogger 2: Swampy's Revenge,Blitz Games,Hasbro Interactive,PC|PlayStation,Action,23 September 2000,6.5
Frogger Returns,Hijinx Studios,Konami,PlayStation 3,Action,12 November 2009,6.0
Frogger's Adventures: Temple of the Frog,Konami Software Shanghai,Konami,Game Boy Advance,Platform,30 November 2001,6.8
From Dust,Ubisoft Montpellier,Ubisoft,PC|PlayStation 3|Xbox 360,God game|sandbox,27 July 2011,6.9
From Russia with Love,EA Redwood Shores|Rebellion Developments (PSP),Electronic Arts,Nintendo GameCube|PlayStation 2|Xbox,Third-Person|Shooter,01 November 2005,7.3
From the Abyss,Sonic Powered,NA: Aksys Games,Nintendo DS,Role-playing,26 August 2008,5.8
Front Mission,G-Craft,Square,Super Nintendo,Tactical|Role-Playing,,8.3
Front Mission 3,Square Product Development Division 6,JP: Square|NA: Square Electronic Arts|PAL: Square Europe.,Emulated|PlayStation|PSP,Role-Playing|Tactical,22 March 2000,8.4
Front Mission 4,Square Enix Product Development Division 6,Square Enix,PlayStation 2,Role-Playing|Tactical,15 June 2004,7.6
Front Mission (DS),Square Enix,Square Enix,Nintendo DS,Tactical role-playing,23 October 2007,7.4
Front Mission Evolved,Double Helix Games,Square Enix Co.|Ltd.,PC|PlayStation 3|Xbox 360,Third-Person|Shooter,28 September 2010,5.8
Frontlines: Fuel of War,Kaos Studios|nFusion Interactive,THQ,PC|Xbox 360,First-Person|Action|Shooter,25 February 2008,6.0
Frosty Kiss,2Chance Projects|IIchan Eroge Team,2Chance Projects,PC,Visual Novel,31 January 2015,6.0
Frozen Synapse,Mode 7 Games,Mode 7 Games,PC,Turn-based strategy,26 May 2011,7.1
Frozen Synapse Prime,Double Eleven,Double Eleven,PC|PlayStation 3|PlayStation Vita,Strategy,14 November 2014,7.3
Fruit Ninja,Halfbrick Studios,,Android|iOS|Mobile|PlayStation Vita|Windows Phone,Arcade,21 April 2010,6.4
Fuel,Asobo Studio,Codemasters,PC|PlayStation 3|Xbox 360,Open World|Racing,02 June 2009,6.2
FullMetal Alchemist And The Broken Angel,Racjin,Square Enix,PlayStation 2,Action role-playing,18 January 2003,6.4
Full Auto,Pseudo Interactive,Sega,Xbox 360,Vehicular combat,14 February 2006,5.8
Full Bore,Whole Hog Games,,PC,Puzzle,2013,8.5
Full Mojo Rampage,Over The Top Games,Over The Top Games,PC,Roguelike,08 May 2014,6.2
Full Pipe,Pipe Studio,INT: 1C Company|EU: Daedalic Entertainment,PC,Adventure,18 December 2006,4.7
Full Spectrum Warrior,Pandemic Studios,THQ,PC|Xbox,Real-time tactics|Combat Simulation,01 June 2004,7.2
Full Spectrum Warrior: Ten Hammers,Pandemic Studios|Mass Media Inc.,THQ,PC,Real-Time|Tactics,27 March 2006,7.5
Full Throttle (1995),LucasArts,LucasArts,Mac|PC,Graphic adventure,30 April 1995,8.0
Full Throttle Remastered,Shiny Shoe,Double Fine Productions,iOS|PC|PlayStation 4|PlayStation Vita,Point-and-Click|Adventure,18 April 2017,7.2
Fullmetal Alchemist 2: Curse of the Crimson Elixir,Racjin,Square Enix,PlayStation 2,Action RPG,12 July 2005,6.8
Fullmetal Alchemist: Dual Sympathy,Bandai,Bandai|Destineer,Nintendo DS,Action,12 December 2006,6.8
Funk of Titans,A Crowd of Monsters,A Crowd of Monsters,PC|Xbox One,Action|Adventure|Platform,09 January 2015,7.0
Furi,The Game Bakers,The Game Bakers,Nintendo Switch|PC|PlayStation 4|Xbox One,Action,05 July 2016,8.0
Fuse,Insomniac Games,Electronic Arts,PC|PlayStation 3|Xbox 360,Action,28 May 2013,6.6
Futurama,Unique Development Studios,VU Games|Fox Interactive,PlayStation 2|Xbox,Platform,12 August 2003,6.2
Future Cop: LAPD,Electronic Arts,Electronic Arts,PlayStation,Third-person shooter,31 August 1998,7.4
Futuridium EP Deluxe,MixedBag,MixedBag,PlayStation 4|PlayStation Vita,Shooter,30 September 2014,4.6
Fuzion Frenzy,Blitz Games,Microsoft Game Studios,Xbox,Party,14 November 2001,6.4
G-Force,Eurocom,Disney Interactive Studios,PC|PlayStation 3|Xbox 360,Action,21 July 2009,6.0
GODUS,22 Cans,22 Cans,iOS|PC,Top-Down|Simulation|Strategy,13 September 2013,4.7
GRAV,BitMonster,BitMonster,PC,Open World,08 January 2015,3.0
GTR Evolution,SimBin Studios,Atari,PC,Racing|Simulation,01 September 2008,5.0
GabeN: The Final Decision,Alex Zhang,Alex Zhang,PC,Role-Playing,17 September 2015,5.0
Gabriel Knight III: Blood of the Sacred Blood of the Damned,Sierra On-Line,Sierra On-Line,PC,Adventure,05 October 1999,8.0
Gabriel Knight II: The Beast Within,Sierra On-Line,Sierra On-Line,PC,Adventure,1995,8.5
Gabriel Knight: Sins of the Fathers,Sierra On-Line,Sierra On-Line,PC,Adventure,17 December 1993,7.8
Gabriel Knight: Sins of the Fathers - 20th Anniversary Edition,Pinkerton Road Studios,Phoenix Online Studios,Mac|PC,Point-and-Click|Adventure,16 October 2014,7.2
Gain Ground,Sega,Sega,PC|PlayStation 2|Sega Mega Drive/Genesis,Action|Strategy|Real-time tactical shooter,1988,7.2
Gal*Gun: Double Peace,Inti Creates,PQube,PC|PlayStation 4|PlayStation Vita,On-Rails|Shooter,02 August 2016,7.7
Galactic Civilizations III,Stardock,Stardock,PC,Strategy,14 May 2015,7.5
Galactic Civilizations II: Twilight of the Arnor,Stardock,Stardock,PC,Turn-based strategy,30 April 2008,9.0
Galactic Civilizations II: Ultimate Edition,Stardock Entertainment,Stardock Entertainment,PC,Strategy,09 February 2009,7.8
Galactic Hitman,Digital Homicide Studios,Digital Homicide Studios,PC,First-Person|Shooter,17 September 2015,1.3
Galaga,Namco,Namco,Arcade|Atari 2600|Atari 7800|Game Boy|NES|Nintendo 3DS|PC|PlayStation 4|Xbox 360,,1981,7.6
Galaga Legions DX,Namco Bandai Games,Namco Bandai Games,PlayStation 3|Xbox 360,Shooter,29 June 2011,6.3
Galak-Z: The Dimensional,17-BIT,17-BIT,PC|PlayStation 4,Multidirectional|Roguelike|Shooter,04 August 2015,6.1
Galaxian,Namco,Namco|Midway,Atari 2600|NES,Shooter,December 1979,6.3
Galaxy on Fire 2 HD,Fishlabs Entertainment,bitComposer Games,iOS|PC,Action|Strategy,21 August 2012,6.7
Galcon Fusion,Hassey Enterprises|Inc.,Hassey Enterprises|Inc.,PC,Action|Strategy,11 February 2010,5.9
Galcon Legends,Hassey Enterprises,Hassey Enterprises,PC,Strategy,13 January 2014,5.8
Galerians,Polygon Magic,JP: Ascii|Crave Entertainment,PlayStation,Survival horror,29 March 2000,7.4
Game Corp DX,Endless Loop Studios,Endless Loop Studios,PC,Simulation,02 October 2015,5.8
Game Dev Story,Kairosoft Co. Ltd,,Android|iOS|Mobile,Simulation,09 October 2010,7.4
Game Dev Tycoon,Greenheart Games,,iOS|Mac|PC,Simulation|Strategy,10 December 2012,7.3
Game & Wario,Nintendo SPD|Intelligent Systems,Nintendo,Wii U,Party,23 June 2013,6.2
Game & Watch Gallery,Nintendo R&amp;D1|Tose,Nintendo,Game Boy|Game Boy Color,Compilation,May 1997,5.7
Game & Watch Gallery 2,Nintendo R&amp;D1|Tose,Nintendo,Game Boy|Game Boy Color,Compilation,01 November 1998,7.0
Game of Thrones (2012),Cyanide,Atlus|Focus Home Interactive,PC|PlayStation 3|Xbox 360,Role-Playing,15 May 2012,7.1
Game of Thrones: Beyond the Wall DLC,Cyanide,Atlus|Focus Home Interactive,PC,Role-Playing,,5.8
Game of Thrones - A Telltale Games Series,Telltale Games,Telltale Games,Android|iOS|Mac|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,02 December 2014,7.4
Game of Thrones - Episode 1: Iron From Ice,Telltale Games,Telltale Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,02 December 2014,7.7
Game of Thrones - Episode 2: The Lost Lords,Telltale Games,Telltale Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,03 February 2015,7.6
Game of Thrones - Episode 3: The Sword in the Darkness,Telltale Games,Telltale Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,24 March 2015,7.5
Game of Thrones - Episode 4: Sons of Winter,Telltale Games,Telltale Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,26 May 2015,7.8
Game of Thrones - Episode 5: A Nest of Vipers,Telltale Games,Telltale Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,21 July 2015,7.8
Game of Thrones - Episode 6: The Ice Dragon,Telltale Games,Telltale Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,17 November 2015,7.7
Gang Beasts,Boneloaf Games,WW Double Fine Productions,PC,Party,29 August 2014,7.3
Gargoyle's Quest,Capcom,Capcom,Game Boy|Nintendo 3DS,Scrolling|Action|Adventure|Platform|Role-Playing,July 1990,8.0
Gargoyle's Quest II,Capcom,Capcom,NES|Nintendo 3DS|Wii U,Scrolling|Action|Adventure|Platform|Role-Playing,October 1992,7.9
Garou: Mark of the Wolves,SNK,SNK,Arcade|Dreamcast|Neo Geo|Nintendo Switch|PC|Xbox 360,Fighting,11 November 1999,9.0
Garry's Mod,Facepunch Studios,Valve Corporation,PC,Sandbox,December 2004,7.8
Garshasp: The Monster Slayer,Dead Mage Inc.,Just A Game,PC,Action-adventure,08 May 2011,5.3
Gas Guzzlers Extreme,Gamepires,Iceberg Interactive,PC,Car Combat|Racing,08 October 2013,6.3
Gateways,Smudged Cat Games,Smudged Cat Games,Linux|PC,Platform,13 September 2012,7.3
Gatling Gears,Vanguard Entertainment,Electronic Arts,PC|PlayStation 3|Xbox 360,Multi-directional shooter,11 May 2011,7.3
Gauntlet (1985),Tengen,Atari Games|Tengen,Arcade|NES|PC|Xbox 360,Action|Adventure|Hack and Slash,1985,6.5
Gauntlet (2014),Arrowhead Game Studios,Warner Bros. Interactive Entertainment,PC|PlayStation 4,Third-Person|Top-Down|Action|Adventure|Arcade|Hack and Slash,23 September 2014,6.7
Gauntlet Dark Legacy,Midway Games West,Midway Games,Nintendo GameCube|PlayStation 2|Xbox,Hack and Slash,01 May 2001,7.6
Gauntlet Legends,Atari Games,Atari Games,Dreamcast|Nintendo 64|PlayStation,Hack and Slash,October 1998,7.4
Gauntlet: Seven Sorrows,Midway Games,Midway Games,PlayStation 2|Xbox,Action|Role-Playing,12 December 2005,5.8
Gearcrack Arena,Walter Machado,Walter Machado,PC,Top-Down|Multidirectional|Real-Time|Scrolling|Action,29 May 2014,2.6
Gears of War,Epic Games,Microsoft Game Studios,PC|Xbox|Xbox 360|Xbox One,Third-Person|Shooter,07 November 2006,7.8
Gears of War 2,Epic Games,Microsoft Game Studios,Xbox 360|Xbox One,Third-Person|Shooter,07 November 2008,8.2
Gears of War 2: Road to Ruin DLC,Epic Games,Microsoft Game Studios,Xbox 360,Third-Person|Shooter,28 July 2009,6.1
Gears of War 3,Epic Games,Microsoft Studios,Xbox 360|Xbox One,Third-Person|Shooter,20 September 2011,8.3
Gears of War 3: RAAM's Shadow DLC,Epic Games,Microsoft Studios,Xbox 360,Third-person shooter,13 December 2011,7.8
Gears of War 4,The Coalition,Microsoft Studios,PC|Xbox One,Third-Person|Shooter,11 October 2016,8.0
Gears of War: Judgment,Epic Games|People Can Fly,Microsoft Studios,Xbox 360|Xbox One,Third-Person|Shooter,19 March 2013,7.1
Gears of War: Ultimate Edition,Epic Games,Microsoft Game Studios,PC|Xbox One,Third-Person|Shooter,25 August 2015,8.0
Geist,n-Space|Inc.,Nintendo,Nintendo GameCube,First-Person|Action|Adventure,15 August 2005,6.8
Gekido,Naps Team|Gremlin Interactive Limited,Interplay|Atari|Infogrames,PlayStation,Fighting|Beat 'em up,18 May 2000,6.0
Gemcraft: Chasing Shadows,Game in a Bottle,Armor Games,PC,Tower Defense,30 April 2015,7.0
Gemini: Heroes Reborn,Phosphor Games,Phosphor Games,PC|PlayStation 4|Xbox One,Action|Adventure,18 January 2016,6.8
Gemini Rue,Joshua Neurnberger,Wadjet Eye Games,Android|iOS|Linux|PC,Adventure|Indie,24 February 2011,7.8
Gems of War,Infinity Plus 2,505 Games,PC,Puzzle,20 November 2014,5.5
Geneforge,Spiderweb Software,Spiderweb Software,PC,Role-Playing,12 December 2001,6.3
Geneforge 2,Spiderweb Software,Spiderweb Software,PC,Role-Playing,24 July 2003,8.0
Geneforge 3,Spiderweb Software,Spiderweb Software,PC,Role-Playing,,6.5
General Chaos,Game Refuge Inc.,Electronic Arts,Sega Mega Drive/Genesis,Real-time tactics,1994,8.6
Genital Jousting,Free Lives,Devolver Digital,PC,Top-Down|Arcade|Party|Sports,18 January 2018,6.8
Genji: Dawn of the Samurai,Game Republic,Sony Computer Entertainment,PlayStation 2,Hack and Slash,20 September 2005,7.8
Genji: Days of the Blade,Game Republic,Sony Computer Entertainment,PlayStation 3,Hack and slash,17 November 2006,5.6
Genma Onimusha,Capcom,Capcom,PlayStation 2|Xbox,Action|Adventure,28 January 2002,7.8
Geometry Dash,Robert Topala,RobTop,Android|PC,Scrolling|Platform,2013,7.0
Geometry Wars 3: Dimensions Evolved,Lucid Games,Sierra Entertainment,PC|PlayStation 4|PlayStation Vita|Xbox 360|Xbox One,Multidirectional|Shooter,25 November 2014,8.1
Geometry Wars: Galaxies,Bizarre Creations|Kuju Entertainment,Sierra,Nintendo DS|Wii,Multidirectional|Shooter,27 November 2007,7.6
Geometry Wars: Retro Evolved,Bizarre Creations,Microsoft Game Studios,PC|Xbox 360,Multi-directional shooter,22 November 2005,7.1
Geometry Wars: Retro Evolved 2,Bizarre Creations,Activision,Xbox 360,Multi-directional shooter,30 July 2008,8.7
Get Even,The Farm 51,BANDAI NAMCO Entertainment,PC|PlayStation 4|Xbox One,Action|Adventure,23 June 2017,7.6
Getting Over It with Bennett Foddy,Bennett Foddy,Bennett Foddy,PC,Action,06 December 2017,8.7
Gex,Crystal Dynamics,Eidos Interactive (3DO|Saturn)|Microsoft Game Studios (PlayStation|Windows),3DO|PC|PlayStation|Sega Saturn,Platforming,16 November 1994,6.4
Gex 3: Deep Cover Gecko,Crystal Dynamics (PlayStation)|Gratuitous Games (Nintendo 64),Crave Entertainment (Nintendo 64),Nintendo 64|PlayStation,,23 March 1999,7.1
Gex: Enter the Gecko,Crystal Dynamics (PlayStation)|Realtime Associates (Nintendo 64),Midway (Nintendo 64|PlayStation|PC),Nintendo 64|PC|PlayStation|PlayStation Vita,,31 January 1998,6.6
Ghost 1.0,@unepic_fran,@unepic_fran,PC,Action,07 June 2016,8.0
Ghost Master,Sick Puppies|Spiral House (PS2|Xbox),Empire Interactive|Feral Interactive (Mac),PC,Puzzle|Strategy,23 May 2003,5.7
Ghost Pirates of Vooju Island,Autumn Moon Entertainment,Dtp Entertainment,PC,Point-and-Click|Adventure,30 August 2010,7.0
Ghost Rider,Climax Group,2K Games,PlayStation 2|PSP,Action|Adventure,13 February 2007,6.1
Ghost Squad,Sega-AM2|Polygon Magic (Wii port),Sega,Wii,On-Rails|Shooter,2004,6.9
Ghost Trick: Phantom Detective,Capcom,Capcom,Emulated|iOS|Nintendo 3DS|Nintendo DS,Adventure|Puzzle,11 January 2011,8.9
Ghost in the Shell,Exact,THQ|SCEE,PlayStation,Third-Person|Action|Shooter,03 November 1997,7.5
Ghost in the Shell: Stand Alone Complex,Cavia,JP: SCEI|NA: Bandai|PAL: Atari,PlayStation 2,Shooter,08 November 2004,6.8
Ghost in the Shell: Stand Alone Complex - First Assault Online,Neople,Nexon,PC,First-Person|Shooter,14 December 2015,4.6
Ghostbusters (Gen/MD),Sega,Sega,Sega Mega Drive/Genesis,,1990,7.1
Ghostbusters: Sanctum of Slime,Behaviour Interactive,Atari,PC|PlayStation 3,Action-adventure,23 March 2011,5.1
Ghostbusters: The Video Game,Terminal Reality (single player)|Threewave Software (multi player),Atari,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Third-Person|Action|Adventure|Shooter,16 June 2009,7.3
Ghosthunter,SCE Studio Cambridge,EU: Sony Computer Entertainment|NA: Namco,PlayStation 2,Third-Person|Shooter|Survival Horror,17 August 2004,6.3
Ghosts 'n Goblins,Capcom,Capcom,Arcade|Game Boy Color|NES|Nintendo 3DS|Wii,Side|Scrolling|Action|Arcade|Platform,November 1986,6.0
Ghouls 'n Ghosts,Capcom,Capcom,Arcade|Sega Mega Drive/Genesis,Scrolling|Action|Arcade|Platform,July 1989,8.1
Giana Sisters DS,Spellbound Interactive,Destineer|DTP Entertainment,Nintendo DS,Platform,November 2011,6.5
Giana Sisters: Twisted Dreams,Black Forest Games,Black Forest Games,PC|PlayStation 3|PlayStation 4|Wii U|Xbox One,Platform,23 October 2012,6.8
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,Black Forest Games,Black Forest Games,PC,Action|Platform,25 September 2013,7.5
Giants: Citizen Kabuto,Planet Moon Studios|The Omni Group (Mac OS X)|Digital Mayhem (Playstation 2),Interplay Entertainment|MacPlay (Mac OS X),PC|PlayStation 2,Third-Person|Shooter,07 December 2000,7.6
Giga Wing,Takumi Corporation,Capcom,Arcade|Dreamcast,Shooter,February 1999,8.1
Gigantic Army,Astro Port,Nyu Media,PC,Scrolling|Action|Platform|Shooter,06 March 2014,6.5
Girls Like Robots,Popcannibal,Popcannibal,PC,Adventure,14 February 2014,5.5
Gish,Cryptic Sea,Chronic Logic|Steam|Stardock,PC,Action|strategy side-scroller,10 May 2004,4.6
Gitaroo Man,Koei|iNiS,Koei|THQ (Europe),PlayStation 2,Music/Rhythm,18 February 2002,8.7
Gitaroo Man Lives!,iNiS,Koei,PSP,Music,,8.5
Gladius,LucasArts,LucasArts|Activision,PlayStation 2|Xbox,,28 October 2003,8.5
Glare,Phobic Studios,,PC,Scrolling|Action|Platform,10 October 2013,7.4
Glass Masquerade,Onyx Lute,Onyx Lute,PC,Puzzle,18 November 2016,7.4
Glittermitten Grove,Mostly Tigerproof,Adult Swim Games,PC,Simulation|Strategy,13 December 2016,6.5
Global Agenda,Hi-Rez Studios,Hi-Rez Studios,PC,Third-Person Shooter,01 February 2010,5.8
Glorkian Warrior: The Trials of Glork,Pixeljam,,PC,Scrolling|Shooter,24 March 2015,5.0
Glory of Heracles,Paon|Studio Saizensen,Nintendo,Nintendo DS,RPG,18 January 2010,7.0
Glover,Interactive Studios,Hasbro Interactive,Nintendo 64,Action|Adventure,31 October 1998,4.9
Gnomoria,Robotronic Games,Robotronic Games,PC,Simulation|Strategy,,7.7
Go! Go! Nippon! ~My First Trip to Japan~,Overdrive,MangaGamer,PC,Adventure,30 September 2011,6.2
Go Home Dinosaurs!,Fire Hose Games,Fire Hose Games,PC,Strategy,14 March 2013,7.0
