Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating
Project CARS,Slightly Mad Studios,Bandai Namco Games|Slightly Mad Studios,PC|PlayStation 4|Xbox One,Driving/Racing|Simulation,6 May 2015,7.6
Project Eden,Core Design Ltd.,Eidos Interactive|Sold Out Software,PC|PlayStation 2,Action|Adventure,8 Oct 2001,7.3
Project Gotham Racing 2,Bizarre Creations,Microsoft Game Studios,Xbox,Driving/Racing|Simulation,17 Nov 2003,8.7
Project Gotham Racing 3,Bizarre Creations,Microsoft Game Studios,Xbox 360,Simulation|Driving/Racing,16 Nov 2005,8.7
Project Gotham Racing 4,Bizarre Creations,Microsoft Game Studios,Xbox 360,Simulation|Driving/Racing,2 Oct 2007,8.4
Project Gotham Racing,Bizarre Creations,Microsoft Game Studios,Xbox,Driving/Racing|Simulation,14 Nov 2001,8.1
Project: Horned Owl,Alfa System,SCEI|SCEA,PlayStation,Light-Gun|Shooter|Action,31 Aug 1996,6.7
Project IGI: I'm Going In,Innerloop,Eidos Interactive|Sold Out Software,PC,Action|First-Person|Shooter|Tactical,15 Dec 2000,7.8
Project Justice,Capcom,Capcom|Virgin Interactive,Arcade Games|Dreamcast,3D|Action|Fighting,16 May 2001,8.6
Project Nomads,Radon Labs,cdv Software,PC,Real-Time|Strategy,1 Nov 2002,7.2
Project Overkill,Konami Computer Entertainment Chicago,Konami,PlayStation,Action|Fixed-Screen|Shooter|2D,31 Aug 1996,6.7
Project S-11,Paragon 5,SunSoft,Game Boy Color,Action|Shoot-'Em-Up|2D,14 Dec 2000,6.5
Project: Snowblind,Nixxes Software|Crystal Dynamics,Eidos Interactive|Sold Out Software|Mastertronic,PC|PlayStation 2|Xbox,Action|First-Person|Shooter|3D,22 Feb 2005,8.0
Project Sylpheed: Arc of Deception,Seta Corporation|Game Arts,Square Enix|Microsoft Game Studios,Xbox 360,Simulation,10 Jul 2007,7.0
Project X Zone 2,Monolith Soft,Bandai Namco Games,3DS,Turn-Based|Strategy,16 Feb 2016,8.0
Project X Zone,Banpresto|Monolith Soft,Namco Bandai Games|Bandai Namco Games,3DS,Strategy|Turn-Based,25 Jun 2013,8.0
ProStroke Golf - World Tour 2007,Gusto Games,Oxygen Interactive,PC|PlayStation 2|PSP|Xbox,Sports|Golf|Simulation,29 Aug 2006,6.4
Proteus,Ed Key and David Kanaga,Twisted Tree|Curve Studios|Curve Digital Games,Linux|Macintosh|PC|PlayStation 3|PlayStation Vita,First-Person|3D|Adventure,30 Jan 2013,5.3
Prototype 2,Radical Entertainment,Activision,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Adventure|Action,24 Apr 2012,7.7
Prototype Biohazard Bundle,Radical Entertainment,Activision,PlayStation 4|Xbox One,Compilation,14 Jul 2015,8.0
Prototype,Radical Entertainment,Activision|Mastertronic,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|Adventure,9 Jun 2009,8.4
Pryzm Chapter One: The Dark Unicorn,Digital Illusions,TDK Mediactive,PlayStation 2,Action|Adventure|Open-World|3D,10 Jun 2002,4.6
Psi-Ops: The Mindgate Conspiracy,Gamestar (China)|Midway,Zoo Digital Publishing|Midway|Capcom,PC|PlayStation 2|Xbox,Third-Person|3D|Action|Shooter,14 Jun 2004,8.5
Psybadek,Psygnosis,Psygnosis,PlayStation,Driving/Racing|Arcade,31 Oct 1998,3.8
Psychic Detective,Colossal Pictures,Electronic Arts,3DO|PC|PlayStation,Adventure,30 Nov 1995,5.9
Psychic Force 2012,Taito Corporation,Taito Corporation|Acclaim,Arcade Games|Dreamcast,3D|Action|Fighting,31 Oct 1999,7.4
Psychonauts in The Rhombus of Ruin,Double Fine Productions,Sony Interactive Entertainment|Double Fine Productions,PlayStation 4,Action|VR,21 Feb 2017,7.3
Psychonauts,Double Fine Productions|BudCat,Double Fine Productions|THQ|Nordic Games Publishing|Majesco Games|SCEA,Linux|Macintosh|PC|PlayStation 2|PlayStation 4|Xbox,Platformer|3D|Action,19 Apr 2005,8.9
Psychotoxic,NuClearVision,Whiptail Interactive,PC,Shooter|3D|Action|First-Person,25 Feb 2005,4.7
Puddle,Neko Entertainment,Neko Entertainment|Puddle Team|Konami|Cosen,iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox 360,Puzzle,25 Jan 2012,6.5
Puffins: Island Adventure,Other Ocean Interactive,Majesco Games,DS,Adventure,1 Jun 2009,4.1
Pulse Racer,Jaleco Entertainment,Jaleco Entertainment,Xbox,Driving/Racing|Arcade,2 Jan 2003,3.1
Pump It Up: Exceed,Andamiro U.S.A. Corp.,Mastiff|Andamiro U.S.A. Corp.,PlayStation 2|Xbox,Music/Rhythm,29 Aug 2005,8.4
Punch King,Full Fat,Acclaim,Game Boy Advance,Sports|Boxing,15 May 2002,6.1
Puppeteer,SCE Japan Studio,SCEI|SCEA|SCE Australia|SCEE,PlayStation 3,2D|Platformer|Action,10 Sep 2013,8.5
Pure Futbol,Ubisoft Vancouver,Ubisoft,PlayStation 3|Xbox 360,Arcade|Soccer|Sports|Team-Based,1 Jun 2010,5.1
Pure Pinball,Iridon Interactive AB,Simon & Schuster|XS Games,PC|Xbox,Pinball,28 May 2003,7.0
Pure,Black Rock Studio,Disney Interactive Studios|E-Frontier|Codemasters,PC|PlayStation 3|Xbox 360,Arcade|Driving/Racing,16 Sep 2008,8.1
Purge,Freeform Interactive LLC,Freeform Interactive LLC,PC,Shooter|3D|Action|First-Person,15 Apr 2003,5.6
Pursuit Force: Extreme Justice,Bigbig Studios,SCEA|SCEE|SCE Australia,PSP,Simulation,29 Jan 2008,8.0
Pursuit Force,Bigbig Studios,SCEE|SCEA|SCE Australia|Spike|SCE Korea,PSP,Simulation,7 Mar 2006,8.1
Pushmo World,Intelligent Systems,Nintendo,Wii U,Puzzle,19 Jun 2014,8.3
Pushmo,Intelligent Systems,Nintendo,3DS,Action|Puzzle,8 Dec 2011,8.5
Puyo Pop Fever,MileStone Inc.|Sonic Team|Sega,Sega|ATLUS|Ignition Entertainment|THQ,Arcade Games|Dreamcast|DS|Game Boy Advance|GameCube|Macintosh|Palm OS Classic|PC|PlayStation 2|PSP|Xbox,Matching/Stacking|Puzzle,20 Jul 2004,7.7
Puyo Pop,Sonic Team|Sega,Sega|THQ|Nokia,Game Boy Advance|N-Gage,Puzzle|Matching/Stacking,11 Feb 2002,6.8
Puyo Puyo Tetris,Sega|Sonic Team,Sega|Deep Silver,3DS|Nintendo Switch|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox One,Puzzle|Matching/Stacking,31 Dec 2015,6.3
Puyo Puyo Tsuu,Sega|M2|Compile|Goo!,Sega|Compile|SNK|NEC Interchannel|Bandai,3DS|Arcade Games|Game Boy|GameGear|Genesis|NeoGeo Pocket Color|PC|PlayStation|PlayStation 2|Saturn|Super Nintendo|Turbo CD|WonderSwan,Matching/Stacking|Puzzle,30 Sep 1999,8.2
Puzzle Agent 2,Telltale Games,Telltale Games,iOS (iPhone/iPad)|Macintosh|PC,Puzzle,29 Jun 2011,6.8
Puzzle Agent,Telltale Games,Telltale Games|SCEI,iOS (iPhone/iPad)|Macintosh|PC|PlayStation 3,Puzzle,30 Jun 2010,7.2
Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,GungHo,Nintendo,3DS,Compilation,22 May 2015,7.2
Puzzle Bobble VS,Taito Corporation,Nokia|Taito Corporation,N-Gage,Matching/Stacking|Puzzle,6 Oct 2003,3.2
Bust-A-Move DS,Happy Happening|Taito Corporation,505 Game Street|Taito Corporation|Majesco Games|Square Enix,DS|Mobile|PSP,Matching/Stacking|Puzzle,4 Aug 2003,8.1
Puzzle Chronicles,Konami|Infinite Interactive,Konami,DS|PC|PlayStation 3|PSP|Xbox 360,Action|Puzzle,28 Jan 2010,6.8
Puzzle de Harvest Moon,Platinum Egg,Natsume,DS,Puzzle,6 Nov 2007,5.0
Puzzle Guzzle,Irem,Irem|Agetec Inc.|DHM Interactive,PSP,Puzzle,27 Feb 2008,7.0
Puzzle Kingdoms,Infinite Interactive,Zoo Games|Strategy First,DS|PC|Wii,Matching/Stacking|Puzzle,16 Apr 2009,7.1
Puzzle Link,Yumekobo,SNK,NeoGeo Pocket Color,Puzzle,30 Sep 1999,6.8
Puzzle Pirates,Sega|Three Rings,Sega|Ubisoft|Three Rings,iOS (iPhone/iPad)|Macintosh|PC,Puzzle,8 Dec 2003,8.3
Puzzle Quest 2,Infinite Interactive|Namco Bandai Games,Namco|D3Publisher|Namco Bandai Games|Namco Networks America,Android|DS|iOS (iPhone/iPad)|PC|Windows Mobile|Xbox 360,Action|Puzzle,22 Jun 2010,7.8
Puzzle Quest: Challenge of the Warlords,Magmic|1st Playable Productions|TransGaming Inc.|Infinite Interactive|Vicious Cycle,Magmic|1st Playable Productions|D3Publisher|TransGaming Inc.|GamersGate|Namco Bandai Games|Microsoft|Microsoft Game Studios,BlackBerry|DS|iOS (iPhone/iPad)|Macintosh|Mobile|PC|PlayStation 2|PlayStation 3|PlayStation 4|PSP|Wii|Xbox 360,Matching/Stacking|Puzzle,20 Mar 2007,8.4
Puzzle Quest: Galactrix,Infinite Interactive,D3Publisher|Namco Bandai Games,DS|PC|PlayStation 3|Xbox 360,Matching/Stacking|Puzzle,24 Feb 2009,6.6
Puzzle Scape,Farmind Ltd,Got Game Entertainment,PSP,Puzzle,18 Jun 2007,5.4
Puzzlegeddon,HandyGames|Pieces Interactive|Tecmo,HandyGames|Pieces Interactive|Tecmo|Koei Tecmo Games,iOS (iPhone/iPad)|PC|PlayStation 3|Xbox 360,Action|Puzzle,27 Nov 2008,5.6
Pyre,Supergiant Games,Supergiant Games,Linux|Macintosh|PC|PlayStation 4,Role-Playing,25 Jul 2017,7.6
Q-Ball: Billiards Master,Ornith,Take-Two Interactive|ASK,PlayStation 2,Billiards|Sports,26 Oct 2000,6.2
Q*bert,Gottlieb|Western Technologies|Inc.|Parker Bros|Superior Software|Realtime Associates|Centerscore|Konami|Roklan,Gottlieb|Parker Bros|Superior Software|Jaleco Entertainment|Sony Pictures Digital Entertainment|Konami|Ultra|Sony Online Entertainment|Tsukuda Original,Arcade Games|Atari 2600|Atari 5200|Atari 8-bit|BBC Micro|Colecovision|Commodore 64|Game Boy|Intellivision|Mobile|MSX|NES|PC|PlayStation 3|SG-1000|TI-99/4A|VIC-20,Action|Arcade,October 1982,6.8
Q.U.B.E.,Toxic Games,NVIDIA|Toxic Games|Grip Games,Android|Linux|Macintosh|PC|PlayStation 3|PlayStation 4|Wii U|Xbox One,Puzzle,17 Dec 2011,7.3
Q*bert: Rebooted,Sideline Amusements|LOOT Entertainment|GPC Games,Sideline Amusements|LOOT Entertainment|LOOT Interactive,Android|iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox One,Action|Arcade,7 Jul 2014,4.3
Qix,Alien Technology|Taito Corporation|Atari|Designer Software|Minakuchi Engineering|Knight Technologies|Novotrade,Taito Corporation|Atari|Nintendo|Telegames|Inc.,Amiga|Apple II|Arcade Games|Atari 5200|Atari 8-bit|Commodore 64|Game Boy|Lynx|Mobile|NES|PC,Action|Puzzle,October 1981,7.4
Quake 4,Raven Software,id Software|Aspyr|Activision|ak tronic|Bethesda Softworks,Linux|Macintosh|PC|Xbox 360,Action|First-Person|Shooter|3D,11 Oct 2005,8.2
Quake II Mission Pack: Ground Zero,Rogue Entertainment,Activision|id Software,PC,Action|First-Person|Shooter|3D,31 Aug 1998,8.0
Quake II Mission Pack: The Reckoning,Xatrix,id Software|Activision,PC,First-Person|Shooter|3D|Action,31 May 1998,8.0
Quake II,Hyperion Entertainment|id Software|Raster|Hammerhead,Hyperion Entertainment|id Software|Activision|Empire Interactive,Amiga|Macintosh|Nintendo 64|PC|PlayStation|Zeebo,Action|First-Person|Shooter|3D,30 Nov 1997,8.6
Quake III Arena,Raster|id Software,Sega|Loki Entertainment|Activision|id Software,Dreamcast|Linux|Macintosh|PC,Shooter|3D|Action|First-Person,2 Dec 1999,8.7
Quake III Revolution,Bullfrog Productions,Square EA|Electronic Arts,PlayStation 2,Shooter|3D|Action|First-Person,26 Mar 2001,7.8
Quake,PXL Computers|id Software|id Mobile|Midway Studios - San Diego|Lobotomy Software,ClickBOOM|id Software|Midway|GT Interactive|Sega|Tec Toy,Amiga|Macintosh|Mobile|Nintendo 64|PC|Saturn|Zeebo,3D|Action|First-Person|Shooter,22 Jun 1996,8.7
Quantum Break,Remedy Entertainment,Microsoft Game Studios|Nordic Games Publishing,PC|Xbox One,Action,5 Apr 2016,7.5
Quantum Conundrum,Airtight Games,Square Enix,PC|PlayStation 3|Xbox 360,Puzzle,21 Jun 2012,7.5
007: Quantum of Solace,Vicarious Visions|Treyarch|Eurocom Entertainment Software,Activision|Square Enix,DS|PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,First-Person|Shooter|3D|Action,4 Nov 2008,7.6
Quantum Redshift,Curly Monsters,Microsoft Game Studios,Xbox,Arcade|Driving/Racing,16 Sep 2002,7.6
Quantum Theory,Tecmo,Tecmo|Koei Tecmo Games,PlayStation 3|Xbox 360,Action|Shooter|Third-Person|3D,28 Sep 2010,4.5
Quarrel,Denki,UTV Ignition Games,Xbox 360,Strategy,25 Jan 2012,7.7
Quest 64,Imagineer,Imagineer|Konami|THQ,Nintendo 64,Role-Playing,1 Jun 1998,6.3
Quest For Glory V: Dragon Fire,Yosemite Entertainment,Sierra Entertainment,Macintosh|PC,Role-Playing,30 Nov 1998,8.2
QuickSpot,Namco,Nintendo|Namco Bandai Games|Namco,DS,Hidden Object|Puzzle,19 Mar 2007,6.8
R/C Helicopter,Summitsoft Entertainment,Summitsoft Entertainment,PC,Flight|Simulation,30 Apr 2002,5.9
R/C Stunt Copter,Shiny Entertainment,Virgin Interactive|Titus Software|Interplay|Taito Corporation,PlayStation,Simulation|Flight,31 Jul 1999,7.4
R.I.P.D. The Game,Old School Games,ATLUS,PC|PlayStation 3|Xbox 360,Action|Shooter|Third-Person|3D,16 Jul 2013,3.9
R: Racing Evolution,Namco,Electronic Arts|Namco,GameCube|PlayStation 2|Xbox,Driving/Racing|Simulation,9 Dec 2003,7.0
R-Type Command,Irem,Irem|Rising Star Games|ATLUS,PSP,Strategy|Turn-Based,6 May 2008,6.9
R-Type Delta,Irem,Irem|SCEE|Agetec Inc.,PlayStation,2D|Shoot-'Em-Up|Action,31 Jul 1999,8.5
R-Type Final,Irem,Irem|Eidos Interactive|Metro3D,PlayStation 2,Action|2D|Shoot-'Em-Up,3 Feb 2004,8.3
R-Type I & II,Bits Studios|Racdym|Southend Interactive,Epoch|Nintendo|SCEA|Virgin Interactive|Irem|ASCII Entertainment|Tozai Games|Microsoft Game Studios,Game Boy Color|PlayStation|PlayStation 3|Xbox 360,Compilation,28 Feb 1999,9.5
R-Type III: The Third Lightning,Raylight Studios|Irem,Destination Software|Zoo Digital Publishing|Irem|Jaleco Entertainment,Game Boy Advance|Super Nintendo,Shoot-'Em-Up|2D|Action,October 1994,7.6
R-Type,Factor 5|Electric Dreams|DotEmu|Irem|Images Design|Bits Studios|Opera House|Compile|Hudson,Activision|Electric Dreams|DotEmu|Irem|Hit Squad|Electronic Arts|Hamster|Sega|NEC|Nintendo|Hudson Soft|Konami|Hudson,Amiga|Amstrad CPC|Android|Arcade Games|Atari ST|Commodore 64|Game Boy|iOS (iPhone/iPad)|MSX|Nintendo Switch|Ouya|Sega Master System|Sharp X68000|Sinclair ZX81/Spectrum|Turbo CD|TurboGrafx-16,2D|Action|Shoot-'Em-Up,1988,8.1
R.U.S.E.,Eugen Systems,Ubisoft|Focus Multimedia,Macintosh|PC|PlayStation 3|Xbox 360,Strategy|Real-Time,7 Sep 2010,7.7
R4: Ridge Racer Type 4,Namco,Namco|Bandai Namco Games|SCEE|Namco Bandai Games,PlayStation,Arcade|Driving/Racing,1 May 1999,8.5
Rabbids Go Home,Ubisoft Montpellier,Ubisoft,DS|Wii,Adventure,1 Nov 2009,7.6
Rabbids Travel in Time 3D,Ubisoft,Ubisoft,3DS|Wii,2D|Platformer|Action,21 Nov 2010,6.2
RACE 07: Official WTCC Game,SimBin,Viva Media|LLC|Libredia|SimBin|Atari SA,PC,Simulation|Driving/Racing,9 Oct 2007,7.6
Race Driver 2006,Sumo Digital,Codemasters,PSP,Driving/Racing|Simulation,6 Jun 2006,8.2
Race Driver: Create & Race,Firebrand Games,Codemasters,DS,Driving/Racing|Simulation,2 Oct 2007,7.8
Race Pro,SimBin,Atari SA,Xbox 360,Driving/Racing|Simulation,17 Feb 2009,7.0
Race the Sun,Flippfly,Flippfly,iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox One,Action|Arcade,19 Aug 2013,6.4
RACE: The WTCC Game,Den McDowell|SimBin,Den McDowell|Eidos Interactive|SimBin|Viva Media|LLC,iOS (iPhone/iPad)|PC,Driving/Racing|Simulation,24 Nov 2006,7.9
Racing Gears Advance,Orbital Media|Inc.,Zoo Digital Publishing|Orbital Media|Inc.,Game Boy Advance,Driving/Racing|Arcade,8 Feb 2005,8.5
Racquet Sports,Asobo Studio,Ubisoft,PlayStation 3|Wii,Sports,9 Mar 2010,5.4
Radiant Historia,ATLUS,ATLUS|Deep Silver,3DS|DS,Role-Playing,22 Feb 2011,8.6
Radiant Silvergun,Treasure,Sega|ESP Software|Microsoft Game Studios,Arcade Games|Saturn|Xbox 360,Action|Shoot-'Em-Up|2D,14 Sep 2011,8.8
Radiata Stories,Tri-Ace,Square Enix,PlayStation 2,Action|Role-Playing,6 Sep 2005,8.5
Radio Control Racers Deluxe: Traxxas Edition,Sierra Entertainment,Sierra Entertainment,PC,Arcade|Driving/Racing,4 Sep 2000,6.6
Rafa Nadal Tennis,Virtual Toys,Codemasters|Virtual Toys,DS|iOS (iPhone/iPad),Sports|Tennis,30 Jun 2007,5.9
Rag Doll Kung Fu: Fists of Plastic,Tarsier Studios,SCEE|SCEI|SCEA,PlayStation 3,Party/Minigame,9 Apr 2009,6.5
Rage of Mages II: Necromancer,Nival Interactive,cdv Software|Monolith Productions,PC,Role-Playing,31 Jul 1999,7.7
Rage of Mages,Nival Interactive,Monolith Productions|Buka Entertainment,PC,Role-Playing,30 Sep 1998,7.6
Rage Racer,Namco,Namco|SCEE,PlayStation,Driving/Racing|Arcade,30 Apr 1997,8.2
Rage,id Software,Bethesda Softworks|Mastertronic,PC|PlayStation 3|Xbox 360,Shooter|3D|Action|First-Person,3 Oct 2011,7.5
Ragnarok Odyssey ACE,Game Arts,GungHo|Xseed Games,PlayStation 3|PlayStation Vita,Action|Role-Playing,31 Dec 2014,8.1
Raiden Fighters Aces,Gulti,Valcon Games|Tradewest|Success,Xbox 360,2D|Shoot-'Em-Up|Action,7 May 2009,7.4
Raiden III,Moss,Taito Corporation|CyberFront|H2 Interactive Co.|Ltd.|SCEA|UFO Interactive|505 Game Street,Arcade Games|PC|PlayStation 2,Action|Shoot-'Em-Up|2D,17 Apr 2007,7.3
Railroad Tycoon 3,MacSoft|PopTop Software,MacSoft|Sold Out Software|Gathering|2K Games|ak tronic|MediaQuest,Macintosh|PC,Management|Strategy,23 Oct 2003,8.4
Railroad Tycoon II: Gold Edition,Tremor Entertainment|PopTop Software,Take-Two Interactive|Gathering,Dreamcast|Macintosh|PC,Strategy|Management,13 Sep 1999,7.8
Railroad Tycoon II,Westlake Interactive|PopTop Software|Take-Two Interactive,Gathering|ak tronic|PopTop Software|Take-Two Interactive,Macintosh|PC|PlayStation,Management|Strategy,2 Nov 1998,8.4
Rails Across America,Flying Lab Software,Strategy First,PC,Strategy|Real-Time,18 Sep 2001,7.4
Rain World,Rain World,Adult Swim,Macintosh|PC|PlayStation 4,Action|Platformer|2D,28 Mar 2017,6.5
Rain,SCE Japan Studio,SCEI|SCE Australia|SCEA|SCEE,PlayStation 3,Action|Adventure,1 Oct 2013,6.8
Rainbow Islands Evolution,Marvelous,Majesco Games|Ignition Entertainment|Marvelous|Red Ant Enterprises,PSP,Action|3D|Platformer,24 Jan 2008,5.4
Rainbow Islands Revolution,Marvelous,Rising Star Games|Codemasters|Taito Corporation,DS,Platformer|Action|2D,3 Oct 2006,5.5
Rainbow Islands: Towering Adventure!,Taito Corporation,Square Enix|Taito Corporation,Wii|Xbox 360,Action,15 Jun 2009,5.8
Rainbow Moon,SideQuest Studios,EastAsiaSoft|SideQuest Studios|Limited Run Games,PlayStation 3|PlayStation 4|PlayStation Vita,Strategy|Turn-Based,10 Jul 2012,7.8
RalliSport Challenge 2,Digital Illusions,Microsoft Game Studios,Xbox,Simulation|Driving/Racing,4 May 2004,9.0
RalliSport Challenge,Digital Illusions,Empire Interactive|Microsoft Game Studios,PC|Xbox,Simulation|Driving/Racing,4 Mar 2002,8.5
Rally Challenge 2000,Genki,Imagineer|SouthPeak Games,Nintendo 64,Simulation|Driving/Racing,30 Jun 2000,6.1
Rally Championship,SCi|Warthog,Conspiracy Entertainment|SCi|Success,GameCube|PlayStation 2,Simulation|Driving/Racing,30 Jul 2003,6.4
Rally Cross 2,Idol Minds,989 Studios,PlayStation,Driving/Racing|Simulation,31 Oct 1998,7.5
Rally Cross,Sony Interactive Studios America,SCEE|SCEI|SCEA,PlayStation,Simulation|Driving/Racing,31 Jan 1997,7.6
Rally Fusion: Race of Champions,Climax Group,Activision,PlayStation 2|Xbox,Simulation|Driving/Racing,11 Nov 2002,6.9
Rally Trophy,Bugbear,JoWooD Entertainment AG,PC,Simulation|Driving/Racing,20 Nov 2001,8.2
Rama,Sierra Entertainment,Sierra Entertainment,PC,Adventure,31 Oct 1996,7.5
Rambo: The Video Game,Teyon,Reef Entertainment|Teyon,PC|PlayStation 3|Xbox 360,Action,21 Feb 2014,2.3
Rampage 2: Universal Tour,Digital Eclipse|Avalanche Software,Midway|GT Interactive,Game Boy Color|Nintendo 64|PlayStation,Action,March 1999,6.9
Rampage Through Time,Avalanche Software,Midway,PlayStation,Action,9 Jun 2000,6.0
Rampage: Total Destruction,Pipeworks Software|Inc.,Midway,GameCube|PlayStation 2|Wii,Action,24 Apr 2006,6.8
Rampage World Tour,Midway|Digital Eclipse|Saffire|Game Refuge|Point of View,Midway|GT Interactive|Sony Online Entertainment|Tec Toy,Arcade Games|Game Boy Color|Nintendo 64|PC|PlayStation|PlayStation 3|Saturn,Action,30 Sep 1997,6.7
Rampart,The Kremlin|Atari Games (Midway)|C-Lab|Digital Eclipse|Tengen|Bitmasters,Domark|Atari Games (Midway)|Jaleco Entertainment|Midway|Tengen|Atari Corporation|Electronic Arts|Sony Online Entertainment,Amiga|Arcade Games|Atari ST|Commodore 64|Game Boy|Game Boy Color|Genesis|Lynx|NES|PC|PlayStation 3|Sega Master System|Super Nintendo,Real-Time|Strategy,February 1991,6.6
Rango (2011),Behavior Studios|Behaviour Interactive,Paramount Digital Entertainment,DS|PlayStation 3|Wii|Xbox 360,Action|Adventure,1 Mar 2011,7.1
Rapala Tournament Fishing!,MagicWand|FUN Labs,Activision|Activision Value,Wii|Xbox 360,Hunting/Fishing|Sports,21 Nov 2006,5.8
Rare Replay,Rare Ltd.,Microsoft Game Studios,Xbox One,Compilation,4 Aug 2015,8.1
Rascal,Traveller's Tales,Psygnosis|Takara,PlayStation,3D|Platformer|Action,31 Mar 1998,3.0
Raskulls,Halfbrick Studios,Halfbrick Studios|Microsoft Game Studios,Xbox 360,Puzzle|Action,29 Dec 2010,7.6
Rat Attack!,Pure Entertainment,Mindscape Inc.,Nintendo 64|PlayStation,Action|Arcade,31 Aug 1999,5.3
Ratchet & Clank: All 4 One,Insomniac Games,SCEA|SCEI|SCEE|SCE Australia,PlayStation 3,Action|3D|Platformer,18 Oct 2011,7.4
Ratchet & Clank: Full Frontal Assault,Insomniac Games|Tin Giant,SCEA|SCE Australia|SCEE|SCEI,PlayStation 3|PlayStation Vita,Action|3D|Platformer,27 Nov 2012,6.9
Ratchet & Clank Future: A Crack in Time,Insomniac Games,SCEI|SCE Australia|SCEA|SCEE,PlayStation 3,Platformer|Action|3D,27 Oct 2009,8.9
Ratchet & Clank Future: Quest for Booty,Insomniac Games,SCEI|SCEE|SCEA|SCE Australia,PlayStation 3,3D|Platformer|Action,21 Aug 2008,8.0
Ratchet & Clank Future: Tools of Destruction,Insomniac Games|SCE/WWS,SCEE|SCEI|SCEA|SCE Australia,PlayStation 3,Action|3D|Platformer,23 Oct 2007,8.7
Ratchet & Clank: Going Commando,Insomniac Games|Idol Minds|Mass Media,SCEE|SCEI|SCEA|SCE Australia|Sony Interactive Entertainment,PlayStation 2|PlayStation 3|PlayStation Vita,3D|Platformer|Action,11 Nov 2003,9.0
Ratchet & Clank: Into the Nexus,Insomniac Games,SCEA|SCE Australia|SCEI|SCEE,PlayStation 3,3D|Platformer|Action,12 Nov 2013,7.8
Ratchet & Clank (PS4),Insomniac Games,Sony Interactive Entertainment|SCEA|SCEE|SCEI|SCE Australia,PlayStation 4,3D|Platformer|Action,12 Apr 2016,8.3
Ratchet & Clank: Size Matters,High Impact Games,SCEE|SCEI|SCEA|SCE Australia|SCE Korea,PlayStation 2|PSP,Platformer|Action|3D,13 Feb 2007,8.3
Ratchet & Clank: Up Your Arsenal,Insomniac Games|Idol Minds|Mass Media,SCEA|SCE Australia|SCEE|SCEI|Sony Interactive Entertainment,PlayStation 2|PlayStation 3|PlayStation Vita,3D|Platformer|Action,3 Nov 2004,9.2
Ratchet & Clank,Insomniac Games|Idol Minds|Mass Media,SCEE|SCEA|SCEI|Sony Interactive Entertainment|SCE Australia,PlayStation 2|PlayStation 3|PlayStation Vita,Action|3D|Platformer,4 Nov 2002,9.0
Ratchet: Deadlocked,Insomniac Games|Idol Minds,SCEA|SCEE|SCEI|SCE Korea|SCE Australia,PlayStation 2|PlayStation 3,Action|Shooter|Third-Person|3D,25 Oct 2005,8.8
Ravage D.C.X.,Rainbow Studios,Inscape,PC,On-Rails|Shooter|3D|Action,30 Sep 1996,5.2
Ravaged,2 Dawn Games,Reverb,PC,Shooter|3D|Action|First-Person,17 Oct 2012,5.3
Rave Master: Special Attack Force!,KCEJ,Konami,Game Boy Advance,2D|Action|Fighting,8 Mar 2005,8.1
Raven Squad: Operation Hidden Dagger,Atomic Motion,SouthPeak Games|Evolved Games,PC|Xbox 360,Action,25 Aug 2009,4.1
Raven's Cry,Reality Pump,TopWare Interactive,Linux|Macintosh|PC|PlayStation 4|Xbox 360,Real-Time|Strategy,16 Dec 2014,4.9
Raving Rabbids: Alive & Kicking,Ubisoft,Ubisoft,Xbox 360,Party/Minigame,8 Nov 2011,6.3
Raw Danger!,Irem,Irem|Agetec Inc.|Granzella Inc.,PlayStation 2,Action|Adventure,19 Jun 2007,7.6
Ray Tracers,Taito Corporation,SCEE|THQ|Square Enix|Taito Corporation,PlayStation,Driving/Racing|Arcade,31 Dec 1998,7.0
Rayman 2: The Great Escape,Ubisoft Casablanca|Ubisoft Montpellier|DC Studios|Gameloft|Ubisoft,Ubisoft|Tec Toy|Gameloft|ak tronic,3DS|Dreamcast|DS|iOS (iPhone/iPad)|Nintendo 64|PC|PlayStation|PlayStation 2,3D|Platformer|Action,5 Nov 1999,8.2
Rayman 3: Hoodlum Havoc,Ubisoft Shanghai|Ubisoft,Ubisoft|Feral Interactive|ak tronic,GameCube|Macintosh|PC|PlayStation 2|PlayStation 3|Xbox|Xbox 360,Action|3D|Platformer,4 Mar 2003,8.2
Rayman 3,Ubisoft|Gameloft,Ubisoft|Gameloft,Game Boy Advance|Mobile|N-Gage,2D|Platformer|Action,4 Mar 2003,7.6
