,ID,Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating,CleanRDate
964,b965,Broken Sword 5: The Serpent's Curse - Episode 1,Revolution Software,Revolution Software,Mac|PC|PlayStation Vita,Point-and-Click|Adventure,04 December 2013,7.9,2013-12-04
965,b966,Broken Sword 5: The Serpent's Curse - Episode 2,Revolution Software,Revolution Software,Mac|PC|PlayStation Vita,Point-and-Click|Adventure,16 April 2014,6.8,2014-04-16
966,b967,Broken Sword II: The Smoking Mirror,Revolution Software,Virgin Interactive|Crave Entertainment,PC|PlayStation,Adventure,31 October 1997,8.3,1997-10-31
967,b968,Broken Sword II: The Smoking Mirror - Remastered,Revolution Software,Revolution Software,Android|iOS|Mac|PC,Point-and-Click|Adventure,16 December 2010,7.5,2010-12-16
968,b969,Broken Sword: The Angel of Death,Sumo Digital,THQ|DreamCatcher Interactive,PC,Adventure,13 February 2007,6.4,2007-02-13
969,b970,Broken Sword: The Shadow of the Templars,Revolution Software,,Game Boy Advance|PC|PlayStation,Point-and-Click|Adventure,05 November 1996,8.4,1996-11-05
970,b971,Broken Sword: The Shadow of the Templars - Director's Cut,Revolution Software,Ubisoft|Revolution Software|Kalypso Media,Android|iOS|Linux|Mac|Nintendo DS|PC|Wii,Adventure,24 March 2009,7.7,2009-03-24
971,b972,Broken Sword: The Sleeping Dragon,Revolution Software,THQ|The Adventure Company,PC|PlayStation 2|Xbox,Adventure,17 November 2003,7.0,2003-11-17
972,b973,Brothers: A Tale of Two Sons,Starbreeze Studios,505 Games,Android|PC|PlayStation 3|PlayStation 4|Xbox|Xbox 360|Xbox One,Third-Person|Adventure,07 August 2013,8.4,2013-08-07
973,b974,Brothers in Arms: Earned in Blood,Gearbox Software|Demiurge Studios,Ubisoft,PC|PlayStation 2|Xbox,First-Person|Shooter|Tactical,04 October 2005,7.5,2005-10-04
974,b975,Brothers in Arms: Hell's Highway,Gearbox Software,Ubisoft,PC|PlayStation 3|Xbox 360,Action,23 September 2008,7.6,2008-09-23
975,b976,Brothers in Arms: Road to Hill 30,Gearbox Software|Demiurge Studios,Ubisoft,PC|PlayStation 2|Xbox,First-Person|Shooter|Tactical,01 March 2005,7.4,2005-03-01
976,b977,Brutal Legend,Double Fine,Electronic Arts,Linux|Mac|PC|PlayStation 3|Xbox 360,Real-Time|Action|Adventure|Strategy,13 October 2009,7.3,2009-10-13
977,b978,Brute Force,Digital Anvil,Microsoft Game Studios,Xbox,Third-person shooter|Tactical shooter,27 May 2003,5.8,2003-05-27
978,b979,Bubble Bobble,Taito,Taito,Amiga|Arcade|NES|PC|PlayStation|Sega Master System|Wii,Platform,August 1986,7.9,1986-08-01
979,b980,Bubsy II,Accolade,Telstar Fun and Games,Game Boy|Sega Mega Drive/Genesis,Action|Platformer,03 April 1994,5.0,1994-04-03
980,b981,Bubsy in: Claws Encounters of the Furred Kind,Accolade,Pack-In-Video Co.,Sega Mega Drive/Genesis|Super Nintendo,Platformer,1993,5.5,1993-01-01
981,b982,Bucky O'Hare (NES),Konami,Konami,NES,Platform,January 1992,7.5,1992-01-01
982,b983,Buffy the Vampire Slayer,Eurocom|The Collective|Inc.,Fox Interactive,Xbox,Beat 'em up,18 August 2002,7.1,2002-08-18
983,b984,Buffy the Vampire Slayer: Chaos Bleeds,Eurocom Entertainment Software,Vivendi Universal Games,PlayStation 2|Xbox,Beat 'em up,27 August 2003,5.7,2003-08-27
984,b985,Bugs Bunny: Lost in Time,Behaviour Interactive,Infogrames,PC|PlayStation,Platform,31 May 1999,7.6,1999-05-31
985,b986,Bugs Bunny & Taz: Time Busters,Artificial Mind and Movement,Infogrames,PC|PlayStation,Platform,23 November 2000,6.8,2000-11-23
986,b987,Bujingai: The Forsaken City,Taito|Red Entertainment,JP: Taito|NA: bam!|EU: 505 GameStreet,PlayStation 2,,25 July 2004,7.2,2004-07-25
987,b988,Bulb Boy,Bulbware,Bulbware,Android|Mac|Nintendo Switch|PC,Adventure,29 October 2015,6.6,2015-10-29
988,b989,Bullet Witch,Cavia,JP: AQ Interactive|NA: Atari|EU: Atari|AU: Codemasters,Xbox 360,Third-person shooter|Action,27 February 2007,5.1,2007-02-27
989,b990,Bulletstorm,People Can Fly|Epic Games,Electronic Arts,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,First-Person|Action|Shooter,22 February 2011,7.6,2011-02-22
990,b991,Bully,Rockstar Vancouver,Rockstar Games,PC|PlayStation 2|PlayStation 3|PlayStation 4|Wii|Xbox 360,Third-Person|Action|Adventure|Sandbox,17 October 2006,8.3,2006-10-17
991,b992,Bully: Scholarship Edition,Rockstar New England (Xbox 360|PC)|Rockstar Toronto (Wii),Rockstar Games|Bethesda Softworks (Japan),Android|iOS|PC|PlayStation 2|Wii|Xbox 360|Xbox One,Third-Person|Action|Adventure|Sandbox,04 March 2008,8.2,2008-03-04
992,b993,Bumbledore,Nimbly Games,Nimbly Games,PC,Strategy,15 March 2012,4.6,2012-03-15
993,b994,Bunker: The Underground Game,Nightly Studios,2tainment,PC,Point-and-Click|Adventure,21 May 2015,4.5,2015-05-21
994,b995,Bunny Must Die! Chelsea and the 7 Devils,Platine Dispositif,Rockin Android,PC,Action|Platform,26 September 2013,8.0,2013-09-26
995,b996,BurgerTime,Data East,Data East,Atari 2600|NES,Puzzle,1982,6.0,1982-01-01
996,b997,Burgers,storm_sharks,storm_sharks,PC,Action|Adventure,11 August 2015,4.6,2015-08-11
997,b998,Burly Men at Sea,Brain&amp;Brain,Brain&amp;Brain,Android|PC,Adventure,29 September 2016,5.0,2016-09-29
998,b999,Burn Zombie Burn,Doublesix,Doublesix,PC|PlayStation 3,Shooter,26 March 2009,5.8,2009-03-26
999,b1000,Burning Rangers,Sonic Team,Sega,Sega Saturn,Third-Person Shooter,May 1998,8.3,1998-05-01
1000,b1001,Burnout,Criterion Games,Acclaim Entertainment,Nintendo GameCube|PlayStation 2|Xbox,Racing,01 November 2001,7.4,2001-11-01
1001,b1002,Burnout 2: Point of Impact,Criterion Games,Acclaim Entertainment,Nintendo GameCube|PlayStation 2|Xbox,Racing,30 September 2002,7.8,2002-09-30
1002,b1003,Burnout 3: Takedown,Criterion Games,EA Games,PlayStation 2|Xbox|Xbox 360,Arcade|Racing,07 September 2004,8.5,2004-09-07
1003,b1004,Burnout Dominator,EA UK,Electronic Arts,PlayStation 2|PSP,Racing,06 March 2007,7.2,2007-03-06
1004,b1005,Burnout Legends,EA UK|Visual Impact (Nintendo DS),Electronic Arts,Nintendo DS|PSP,Racing,13 September 2005,7.2,2005-09-13
1005,b1006,Burnout Paradise,Criterion Games,Electronic Arts,PC|PlayStation 3|Xbox 360|Xbox One,Arcade|Racing,22 January 2008,8.1,2008-01-22
1006,b1007,Burnout Paradise: The Ultimate Box,Criterion Games,Electronic Arts,PC|PlayStation 3|Xbox 360,Arcade|Racing,05 February 2009,7.6,2009-02-05
1007,b1008,Burnout Revenge,Criterion Games,Electronic Arts,PlayStation 2|Xbox|Xbox 360,Real-Time|Arcade|Car Combat|Racing,13 September 2005,8.1,2005-09-13
1008,b1009,Bus Driver,SCS Software,,PC,Simulation,March 2007,7.5,2007-03-01
1009,b1010,Bushido Blade,Light Weight,JP: Square|NA: SCEA,PlayStation,Fighting,30 September 1997,6.8,1997-09-30
1010,b1011,Bushido Blade 2,Square|Light Weight,JP: Square|NA: Square Electronic Arts,PlayStation,Fighting,27 October 1998,8.2,1998-10-27
1011,b1012,Bust-A-Move 2: Arcade Edition,Taito Corporation|Probe Entertainment,JP: Taito Corporation|NA: Acclaim Entertainment,Game Boy|Neo Geo|PlayStation|PlayStation 2|Sega Saturn,Puzzle,1995,7.3,1995-01-01
1012,b1013,Bust a Groove,Metro Graphics,NA: 989 Studios|EU: SCEE|JP: Altus/Namco/Enix,PlayStation,Music/Fighting,31 October 1998,6.9,1998-10-31
1013,b1014,Bust a Groove 2,Metro Graphics,Enix,PlayStation,Music,31 March 1999,6.8,1999-03-31
1014,b1015,Bust-a-Move 4,Cyber Front,Taito,Dreamcast|PlayStation,Puzzle,31 October 1998,8.2,1998-10-31
1015,b1016,Bust-a-Move Universe,Arika,Square Enix,Nintendo 3DS,,27 March 2011,5.8,2011-03-27
1016,b1017,Buzz!: Quiz TV,Relentless Software,Sony Computer Entertainment Europe,PlayStation 3,Quiz,23 September 2008,7.8,2008-09-23
1017,b1018,Buzz!: Quiz World,Relentless Software,Sony Computer Entertainment Europe,PlayStation 3,Party,10 November 2009,7.3,2009-11-10
1018,b1019,CAT Interstellar,Ionized Games,Ionized Games,Linux|PC,Adventure,28 August 2015,8.0,2015-08-28
1019,b1020,CAYNE,THE BROTHERHOOD,THE BROTHERHOOD,PC,Adventure,24 January 2017,6.5,2017-01-24
1020,b1021,CSI: 3 Dimensions of Murder,Telltale Games,Ubisoft,PC|PlayStation 2,Adventure,March 2006,7.0,2006-03-01
1021,b1022,CSI: Crime Scene Investigation,369 Interactive (PC|Xbox)|Aspyr (Mac),Ubisoft,PC|Xbox,Adventure,26 March 2003,6.3,2003-03-26
1022,b1023,CSI: Deadly Intent,Telltale Games|Other Ocean (DS),Ubisoft,Nintendo DS|PC|Wii|Xbox 360,Adventure,13 October 2009,4.8,2009-10-13
1023,b1024,CSI: Fatal Conspiracy,Telltale Games,Ubisoft,PC|PlayStation 3|Xbox 360,Adventure,26 October 2010,4.8,2010-10-26
1024,b1025,CSI: Hard Evidence,Telltale Games|TransGaming (Mac),Ubisoft,PC|Xbox 360,Adventure,26 September 2007,4.3,2007-09-26
1025,b1026,CUPID (2016),Fervent,Afterthought Studios,PC,Visual Novel,04 March 2016,6.8,2016-03-04
1026,b1027,Cabela's African Adventures,,Activision,PC|PlayStation 3,Shooter|Simulation|Sports,15 October 2013,5.5,2013-10-15
1027,b1028,Cadillacs and Dinosaurs,Capcom,Capcom,Arcade|Emulated|Neo Geo|PC,Beat 'em up,April 1993,7.7,1993-04-01
1028,b1029,Caesar III,Impressions Games,Sierra Entertainment,PC,,October 1998,7.5,1998-10-01
1029,b1030,Cafe 0 ~The Drowned Mermaid~,roseVeRte,roseVeRte,PC,Visual Novel,04 October 2011,5.8,2011-10-04
1030,b1031,Caladrius Blaze,Moss,Moss,PC|PlayStation 3|PlayStation 4,Top-Down|Scrolling|Shooter,,8.4,
1031,b1032,Calendula,Blooming Buds Studio,Blooming Buds Studio,PC,Survival Horror,02 February 2016,6.4,2016-02-02
1032,b1033,California Games,Epyx,Epyx,Amiga|Atari Lynx|NES|Sega Master System|Sega Mega Drive/Genesis,Sports,1987,6.7,1987-01-01
1033,b1034,Californium,Darjeeling|Nova Production,ARTE France|Neko Entertainment,PC,Adventure,17 February 2016,6.6,2016-02-17
1034,b1035,Call of Cthulhu: Dark Corners of the Earth,Headfirst Productions,Bethesda Softworks|2K Games,PC|Xbox,Survival horror|adventure|first-person shooter,24 October 2005,7.2,2005-10-24
1035,b1036,Call of Cthulhu: Prisoner of Ice,Infogrames,Infogrames,PC,Adventure,1995,7.0,1995-01-01
1036,b1037,Call of Cthulhu: Shadow of the Comet,Infogrames,Infogrames,PC,Third-Person|Adventure,1993,6.3,1993-01-01
1037,b1038,Call of Duty,Infinity Ward,Activision,Mac|Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Xbox 360,First-Person|Shooter,29 October 2003,8.1,2003-10-29
1038,b1039,Call of Duty 2,Infinity Ward,Activision,Mac|PC|PlayStation 2|Xbox|Xbox 360|Xbox One,First-Person|Shooter,25 October 2005,7.9,2005-10-25
1039,b1040,Call of Duty 2: Big Red One,Gray Matter Interactive|Treyarch|Pi Studios,Activision,Nintendo GameCube|PC|PlayStation 2|Xbox|Xbox 360,First-person Shooter,01 November 2005,7.0,2005-11-01
1040,b1041,Call of Duty 3,Treyarch,Activision,PC|PlayStation 2|PlayStation 3|Wii|Xbox|Xbox 360|Xbox One,First-Person|Shooter,07 November 2006,6.6,2006-11-07
1041,b1042,Call of Duty 4: Modern Warfare,Infinity Ward,Activision,Mac|Nintendo DS|PC|PlayStation 3|Wii|Xbox 360,First-Person|Action|Shooter,05 November 2007,8.2,2007-11-05
1042,b1043,Call of Duty: Advanced Warfare,Sledgehammer Games,Activision,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,First-Person|Shooter,04 November 2014,7.3,2014-11-04
1043,b1044,Call of Duty: Advanced Warfare - Multiplayer,,,PC,,,6.3,
1044,b1045,Call of Duty: Black Ops,Treyarch,Activision,Nintendo DS|PC|PlayStation 3|Wii|Xbox 360|Xbox One,First-Person|Action|Shooter,09 November 2010,7.5,2010-11-09
1045,b1046,Call of Duty: Black Ops: Declassified,nStigate Games,Activision,PlayStation Vita,First-Person|Shooter,13 November 2012,4.5,2012-11-13
1046,b1047,Call of Duty: Black Ops II,Treyarch,Activision,PC|PlayStation 3|Wii U|Xbox 360|Xbox One,First-Person|Shooter,13 November 2012,7.5,2012-11-13
1047,b1048,Call of Duty: Black Ops III,Treyarch,Activision,PC|PlayStation 4|Xbox One,First-Person|Shooter,06 November 2015,6.9,2015-11-06
1048,b1049,Call of Duty: Black Ops II - Multiplayer,,,PC,,,6.8,
1049,b1050,Call of Duty: Black Ops II - Zombies,,,PC,,,5.0,
1050,b1051,Call of Duty: Black Ops - Multiplayer,,,PC,,,7.1,
1051,b1052,Call of Duty Classic,Infinity Ward,Activision,PC|PlayStation 3|Xbox 360,First-Person|Shooter,02 December 2009,7.4,2009-12-02
1052,b1053,Call of Duty: Finest Hour,Spark Unlimited,Activision,Nintendo GameCube|PlayStation 2|Xbox,First-person shooter,16 November 2004,6.3,2004-11-16
1053,b1054,Call of Duty: Ghosts,Infinity Ward|Treyarch|Raven Software|Certain Affinity|Neversoft,Activision|Square Enix,PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360|Xbox One,First-Person|Shooter,05 November 2013,6.8,2013-11-05
1054,b1055,Call of Duty: Ghosts - Multiplayer,,,PC,,,4.3,
1055,b1056,Call of Duty: Infinite Warfare,Infinity Ward,Activision,PC|PlayStation 4|Xbox One,First-Person|Shooter,04 November 2016,7.3,2016-11-04
1056,b1057,Call of Duty: Modern Warfare 2,Infinity Ward,Activision,Mac|PC|PlayStation 3|Xbox 360,First-Person|Action|Shooter,10 November 2009,7.9,2009-11-10
1057,b1058,Call of Duty: Modern Warfare 2 - Multiplayer,,,PC,,,7.8,
1058,b1059,Call of Duty: Modern Warfare 3,Infinity Ward|Sledgehammer Games|Raven Software,Activision,PC|PlayStation 3|Wii|Xbox 360,First-Person|Shooter,08 November 2011,7.3,2011-11-08
1059,b1060,Call of Duty: Modern Warfare 3 - Multiplayer,,,PC,,,7.4,
1060,b1061,Call of Duty: Modern Warfare - Reflex Edition,Treyarch,Activision,Wii,First-Person|Shooter,10 November 2009,7.4,2009-11-10
1061,b1062,Call of Duty: Modern Warfare - Remastered,,Activision,PC|PlayStation 4|Xbox One,First-Person|Shooter,04 November 2016,8.1,2016-11-04
1062,b1063,Call of Duty: Roads to Victory,Amaze Entertainment,Activision,PSP,First-Person|Shooter,13 March 2007,7.7,2007-03-13
1063,b1064,Call of Duty: United Offensive,Gray Matter Interactive,Activision|Aspyr (Mac),PC,First-person shooter,14 September 2004,7.7,2004-09-14
1064,b1065,Call of Duty: WWII,Sledgehammer Games,Activision,PC|PlayStation 4|Xbox One,First-Person|Shooter,03 November 2017,7.4,2017-11-03
1065,b1066,Call of Duty: World at War,Treyarch,Activision,Nintendo DS|PC|PlayStation 2|PlayStation 3|Wii|Xbox 360|Xbox One,First-Person|Action|Shooter,11 November 2008,7.5,2008-11-11
1066,b1067,Call of Duty: World at War - Final Fronts,Rebellion Developments,Activision,PlayStation 2,First-Person Shooter,10 November 2008,4.5,2008-11-10
1067,b1068,Call of Juarez,Techland,Ubisoft|Focus Home Interactive|Ascaron,PC|Xbox 360,First-Person|Shooter,12 June 2007,7.4,2007-06-12
1068,b1069,Call of Juarez: Bound in Blood,Techland,Ubisoft,PC|PlayStation 3|Xbox 360,First-Person|Shooter,30 June 2009,7.4,2009-06-30
1069,b1070,Call of Juarez: Gunslinger,Techland,Ubisoft,PC|PlayStation 3|Xbox 360,First-Person|Shooter,21 May 2013,7.9,2013-05-21
1070,b1071,Call of Juarez: The Cartel,Techland,Ubisoft,PC|PlayStation 3|Xbox 360,First-person shooter,19 July 2011,5.0,2011-07-19
1071,b1072,Calling,Hudson Soft,Hudson Soft|Konami,Wii,Survival Horror,09 March 2010,5.6,2010-03-09
1072,b1073,Cally's Caves 3,VDO Games,VDO Games,PC,Action|Platform,05 January 2016,4.5,2016-01-05
1073,b1074,Cally's Trials,VDO Games,VDO Games,PC,Action|Adventure|Platform,14 June 2016,6.0,2016-06-14
1074,b1075,Camera Obscura,Anteater Games,,PC,Platform,,7.5,
1075,b1076,Canabalt,Semi Secret Software,Semi Secret Software,Android|Browser|iOS|PC,Scrolling|Platform,31 August 2009,5.7,2009-08-31
1076,b1077,Candle,Teku Studios,Daedalic Entertainment,PC,Adventure|Puzzle,11 November 2016,7.8,2016-11-11
1077,b1078,Candy Box!,aniwey,aniwey,Browser|PC,Adventure|Role-Playing,April 2013,7.1,2013-04-01
1078,b1079,Cannon Brawl,Turtle Sandbox,,PC,Action|Strategy,30 July 2013,6.5,2013-07-30
1079,b1080,Cannon Fodder,Sensible Software,Virgin Interactive,Amiga|PC|Sega Mega Drive/Genesis|Super Nintendo,Real-time tactics|Action,November 1993,7.8,1993-11-01
1080,b1081,Cannon Spike,Psikyo,Capcom,Dreamcast,Multidirectional|Shooter,14 November 2000,7.5,2000-11-14
1081,b1082,Capcom Fighting Evolution,Capcom Production Studio 2,Capcom,PlayStation 2|Xbox,Fighting,16 November 2004,5.6,2004-11-16
1082,b1083,Capcom vs. SNK 2: Mark of the Millennium 2001,Capcom,Capcom,Dreamcast|Nintendo GameCube|PlayStation 2|PlayStation 3|Xbox,Fighting,06 November 2001,9.0,2001-11-06
1083,b1084,Capcom vs. SNK: Millennium Fight 2000,Capcom Production Studio 1,Capcom,Dreamcast,Fighting,06 November 2000,8.4,2000-11-06
1084,b1085,Capcom vs. SNK: Millennium Fight 2000 Pro,Capcom Production Studio 1,Capcom,Arcade|Dreamcast|PlayStation,Fighting,14 August 2002,8.0,2002-08-14
1085,b1086,Capsized,Alientrap Games,Alientrap Games,Linux|PC,Action,29 April 2011,6.5,2011-04-29
1086,b1087,Capsule,Adam Saltsman|Robin Arnott,Finji,PC,,04 February 2012,5.5,2012-02-04
1087,b1088,Captain America: Super Soldier,Next Level Games|High Voltage Software (Wii),Sega,PlayStation 3|Xbox 360,Action|Beat 'em Up,15 July 2011,6.7,2011-07-15
1088,b1089,Captain America and The Avengers,Data East,Data East|Mindscape|Inc,Arcade|Sega Mega Drive/Genesis|Super Nintendo,Beat,1991,7.1,1991-01-01
1089,b1090,Captain Commando,Capcom,Capcom,Arcade|PlayStation|PlayStation 2|Super Nintendo,Beat 'em up,November 1991,6.6,1991-11-01
1090,b1091,Captain Morgane and the Golden Turtle,Wizarbox,Reef Entertainment,PC|PlayStation 3,Adventure,,6.5,
1091,b1092,Captain Toad: Treasure Tracker,Nintendo EAD Tokyo,Nintendo,Wii U,Platform|Puzzle,05 December 2014,8.0,2014-12-05
1092,b1093,Car Mechanic Simulator 2014,Red Dot Games,PlayWay SA,PC,First-Person|Puzzle|Simulation,24 January 2014,6.2,2014-01-24
1093,b1094,Car Mechanic Simulator 2015,Red Dot Games,PlayWay,PC,Simulation,23 April 2015,6.6,2015-04-23
1094,b1095,Carcassonne,Sierra Online,Sierra Online,Xbox 360,Turn-Based|Strategy,27 June 2007,6.9,2007-06-27
1095,b1096,Card City Nights,Ludosity,Ludosity,iOS|Linux|PC,Card Game,14 February 2014,6.7,2014-02-14
1096,b1097,Card Hunter,Blue Manchu,Blue Manchu,Browser|PC,Card Game|Tactical,12 September 2013,7.8,2013-09-12
1097,b1098,Cargo Commander,Serious Brew,Digital Tribe,PC,Action|Platform,01 November 2012,6.1,2012-11-01
1098,b1099,Cargo! - The Quest for Gravity,Ice-Pick Lodge Studio,bitComposer Games|Viva Media,PC,Action|Adventure,21 April 2011,7.0,2011-04-21
1099,b1100,Carmageddon,Stainless Games,SCi|Interplay,Android|PC,Vehicular combat,30 June 1997,7.9,1997-06-30
1100,b1101,Carmageddon II: Carpocalypse Now,Stainless Games,Sales Curve Interactive,PC,Car Combat|Racing,28 November 1998,7.8,1998-11-28
1101,b1102,Carmageddon: Max Damage,Stainless Games,,PC,Car Combat|Racing,05 July 2016,7.2,2016-07-05
1102,b1103,Carmageddon: Reincarnation,Stainless Games,Stainless Games,PC,Car Combat|Racing,27 March 2014,6.7,2014-03-27
1103,b1104,Carmageddon TDR 2000,Torus Games,SCi|Xicat Interactive,PC,Car Combat,14 December 2000,6.5,2000-12-14
1104,b1105,Carpe Diem,Eyzi,Eyzi,PC,Visual Novel,30 November 2015,5.3,2015-11-30
1105,b1106,Carrier Command: Gaea Mission,Bohemia Interactive,Bohemia Interactive,PC,Real-Time|Strategy,28 September 2012,6.0,2012-09-28
1106,b1107,Cars 2,Avalanche Software|Firebrand Games (DS),Disney Interactive Studios,PC|PlayStation 3|Xbox 360,Racing game,21 June 2011,6.5,2011-06-21
1107,b1108,Cars (2006),Locomotive Games|Rainbow Studios|Capybara Games,THQ,Game Boy Advance|Nintendo DS|Nintendo GameCube|PC|PlayStation 2|PSP|Xbox 360,Adventure|Racing,05 June 2006,5.9,2006-06-05
1108,b1109,Cars: Race-O-Rama,Incinerator Studios|Tantalus Media,THQ,PlayStation 3|PSP,Racing,12 October 2009,5.3,2009-10-12
1109,b1110,Cart Life,Richard Hofmeier,,PC,Adventure|Simulation|Strategy,18 March 2013,6.0,2013-03-18
1110,b1111,Cartoon Network: Punch Time Explosion,Papaya Studio,Crave Entertainment (US)|Deep Silver (UK),PlayStation 3|Xbox 360,Fighting,02 June 2011,5.7,2011-06-02
1111,b1112,Caster,Elecorn,Elecorn,PC,Shooter,07 January 2009,4.4,2009-01-07
1112,b1113,CastleStorm,Zen Studios,Zen Studios,PC|PlayStation 3|PlayStation Vita|Wii U|Xbox 360|Xbox One,Action|Strategy,29 July 2013,7.1,2013-07-29
1113,b1114,Castle Crashers,The Behemoth,The Behemoth,Mac|PC|PlayStation 3|Xbox 360|Xbox One,Action|Beat 'em Up|Role-Playing,27 August 2008,7.8,2008-08-27
1114,b1115,Castle in the Darkness,Matt Kap,Nicalis,PC,,05 February 2015,7.9,2015-02-05
1115,b1116,Castle of Illusion Starring Mickey Mouse,Sega (AM7),Sega,PlayStation 3|Sega Game Gear|Sega Master System|Sega Mega Drive/Genesis,Platform,20 November 1990,7.9,1990-11-20
1116,b1117,Castle of Illusion Starring Mickey Mouse (2013),Sega Studios Australia,Sega|Disney Interactive Studios,PC|PlayStation 3|Xbox 360,Platform,03 September 2013,7.1,2013-09-03
1117,b1118,Castlevania,Konami,Konami|Nintendo,Emulated|Game Boy Advance|NES|Nintendo 3DS|PC|Wii|Wii U,Action,01 May 1987,7.8,1987-05-01
1118,b1119,Castlevania: Aria of Sorrow,Konami Computer Entertainment Tokyo,Konami,Emulated|Game Boy Advance|Nintendo DS|PC|Wii U,Action|Adventure,06 May 2003,8.6,2003-05-06
1119,b1120,Castlevania: Bloodlines,Konami,Konami,Emulated|Sega Mega Drive/Genesis,Platforming,17 March 1994,7.7,1994-03-17
1120,b1121,Castlevania Chronicles,Konami Computer Entertainment Tokyo,Konami,PlayStation,Platforming,08 October 2001,7.0,2001-10-08
1121,b1122,Castlevania: Circle of the Moon,Konami Computer Entertainment Kobe,Konami,Emulated|Game Boy Advance|Nintendo DS|PC|Wii U,Action|Adventure,11 June 2001,7.7,2001-06-11
1122,b1123,Castlevania: Curse of Darkness,Konami,Konami,PlayStation 2|Xbox,Action|Adventure,05 November 2005,7.5,2005-11-05
1123,b1124,Castlevania: Dawn of Sorrow,Konami,Konami,Emulated|Game Boy Advance|Nintendo 3DS|Nintendo DS,Action|Adventure,04 October 2005,8.3,2005-10-04
1124,b1125,Castlevania: Dracula X,Konami,Konami,Emulated|Super Nintendo|Wii U,Platform,September 1995,7.4,1995-09-01
1125,b1126,Castlevania: Harmony of Despair,Konami,Konami,PlayStation 3|Xbox 360,Action-adventure,04 August 2010,7.0,2010-08-04
1126,b1127,Castlevania: Harmony of Dissonance,Konami TYO,Konami,Emulated|Game Boy Advance|Nintendo DS|Wii U,Action|Adventure,16 September 2002,7.6,2002-09-16
1127,b1128,Castlevania III: Dracula's Curse,Konami,NA/JP: Konami|EU: Palcom,Emulated|NES|Nintendo 3DS|PC|Wii|Wii U,Side|Scrolling|Action|Platform,01 September 1990,8.0,1990-09-01
1128,b1129,Castlevania II: Belmont's Revenge,Konami,Konami,Emulated|Game Boy|Game Boy Color,Platforming,August 1991,7.6,1991-08-01
1129,b1130,Castlevania II: Simon's Quest,Konami,Konami,Emulated|NES|Nintendo 3DS|Wii|Wii U,Action|Adventure|Role-Playing,01 December 1988,7.1,1988-12-01
1130,b1131,Castlevania Judgment,Konami|Eighting,Konami,Wii,Fighting,18 November 2008,6.8,2008-11-18
1131,b1132,Castlevania: Lament of Innocence,Konami,Konami,PlayStation 2,Action|Adventure,21 October 2003,7.3,2003-10-21
1132,b1133,Castlevania: Legacy of Darkness,Konami Computer Entertainment Kobe,Konami,Nintendo 64,Action-adventure|platforming,30 November 1999,6.7,1999-11-30
1133,b1134,Castlevania Legends,Konami Computer Entertainment Nagoya,Konami,Emulated|Game Boy,Platforming,11 March 1998,6.7,1998-03-11
1134,b1135,Castlevania: Lords of Shadow,MercurySteam|Kojima Productions|Climax Studios,Konami,PC|PlayStation 3|Xbox 360,Action|Adventure,05 October 2010,8.0,2010-10-05
1135,b1136,Castlevania: Lords of Shadow 2,MercurySteam,Konami,PC|PlayStation 3|Xbox 360,Action|Adventure,25 February 2014,7.0,2014-02-25
1136,b1137,Castlevania: Lords of Shadow 2 - Revelations DLC,MercurySteam,Konami Digital Entertainment,PC|PlayStation 3|Xbox 360,Action|Adventure,25 March 2014,7.1,2014-03-25
1137,b1138,Castlevania: Lords of Shadow - Mirror of Fate,MercurySteam,Konami,Nintendo 2DS|Nintendo 3DS|PC|Xbox 360,Action|Adventure,05 March 2013,7.6,2013-03-05
1138,b1139,Castlevania: Lords of Shadow - Mirror of Fate HD,Mercury Steam Entertainment,Konami Digital Entertainment,PC|PlayStation 3|Xbox 360,Action|Adventure,25 October 2013,7.4,2013-10-25
1139,b1140,Castlevania: Lords of Shadow - Resurrection DLC,MercurySteam|Kojima Productions|Climax Studios,Konami,PC|PlayStation 3|Xbox 360,Action|Adventure,07 June 2011,6.2,2011-06-07
1140,b1141,Castlevania: Lords of Shadow - Reverie DLC,MercurySteam|Kojima Productions|Climax Studios,Konami,PC|PlayStation 3|Xbox 360,Action|Adventure,19 April 2011,6.1,2011-04-19
1141,b1142,Castlevania: Lords of Shadow - Ultimate Edition,Climax Studios,Konami,PC|PlayStation 3|Xbox 360,Action|Adventure,27 August 2013,8.0,2013-08-27
1142,b1143,Castlevania (Nintendo 64),Konami Computer Entertainment Kobe,Konami,Nintendo 64,Action-adventure|platforming,26 January 1999,6.2,1999-01-26
1143,b1144,Castlevania: Order of Ecclesia,Konami,Konami,Nintendo 2DS|Nintendo 3DS|Nintendo DS,Action|Adventure,21 October 2008,8.5,2008-10-21
1144,b1145,Castlevania: Portrait of Ruin,Konami,Konami,Nintendo 2DS|Nintendo 3DS|Nintendo DS,Action|Adventure,05 December 2006,8.0,2006-12-05
1145,b1146,Castlevania: Rondo of Blood,Konami,Konami,Emulated|PC|PSP|Super Nintendo|TurboGrafx-16|TurboGrafx-CD|Wii,Platforming,15 March 2010,8.3,2010-03-15
